feature_id	GSE28829	GSE43292
1552507_at	8068.0	33297.0
1552508_at	17933.0	33297.0
1552509_a_at	50077.0	33297.0
1552510_at	44707.0	33297.0
1552511_a_at	25281.0	33297.0
1552514_at	21485.0	33297.0
1552515_at	34991.0	33297.0
1552516_a_at	49896.0	33297.0
1552518_s_at	14532.0	33297.0
1552519_at	25296.0	33297.0
1552520_at	33678.0	33297.0
1552521_a_at	50371.0	33297.0
1552522_at	13507.0	33297.0
1552523_a_at	30650.0	33297.0
1552524_at	40166.0	33297.0
1552526_at	31785.0	33297.0
1552528_at	19702.0	33297.0
1552531_a_at	16041.0	33297.0
1552532_a_at	37740.0	33297.0
1552535_at	44363.0	33297.0
1552536_at	6705.0	33297.0
1552538_a_at	41161.0	33297.0
1552540_s_at	44695.0	33297.0
1552541_at	22007.0	33297.0
1552542_s_at	10539.0	33297.0
1552543_a_at	27337.0	33297.0
1552544_at	17256.0	33297.0
1552546_a_at	32096.0	33297.0
1552548_at	49380.0	33297.0
1552549_a_at	39185.0	33297.0
1552552_s_at	40609.0	33297.0
1552553_a_at	338.0	33297.0
1552554_a_at	18512.0	33297.0
1552555_at	3668.0	33297.0
1552557_a_at	29402.0	33297.0
1552558_a_at	20855.0	33297.0
1552559_a_at	36981.0	33297.0
1552562_at	25092.0	33297.0
1552563_a_at	9967.0	33297.0
1552564_at	39329.0	33297.0
1552566_at	44989.0	33297.0
1552568_at	46526.0	33297.0
1552569_a_at	41552.0	33297.0
1552570_at	40249.0	33297.0
1552572_a_at	39634.0	33297.0
1552573_s_at	50404.0	33297.0
1552575_a_at	1449.0	33297.0
1552576_at	37174.0	33297.0
1552578_a_at	35678.0	33297.0
1552579_a_at	44412.0	33297.0
1552580_at	15358.0	33297.0
1552582_at	31203.0	33297.0
1552583_s_at	16280.0	33297.0
1552584_at	2270.0	33297.0
1552585_s_at	37419.0	33297.0
1552586_at	39786.0	33297.0
1552587_at	16269.0	33297.0
1552588_a_at	33265.0	33297.0
1552590_a_at	46683.0	33297.0
1552592_at	49867.0	33297.0
1552594_at	34265.0	33297.0
1552596_at	29626.0	33297.0
1552598_at	42693.0	33297.0
1552599_at	29050.0	33297.0
1552602_at	4094.0	33297.0
1552604_at	23629.0	33297.0
1552605_s_at	30737.0	33297.0
1552607_at	44299.0	33297.0
1552608_at	47717.0	33297.0
1552609_s_at	35621.0	33297.0
1552610_a_at	31556.0	33297.0
1552611_a_at	5932.0	33297.0
1552612_at	22475.0	33297.0
1552613_s_at	8941.0	33297.0
1552615_at	19758.0	33297.0
1552616_a_at	7337.0	33297.0
1552617_a_at	39368.0	33297.0
1552618_at	19537.0	33297.0
1552619_a_at	3212.0	33297.0
1552620_at	44275.0	33297.0
1552621_at	15213.0	33297.0
1552622_s_at	10065.0	33297.0
1552623_at	4290.0	33297.0
1552625_a_at	50010.0	33297.0
1552626_a_at	11001.0	33297.0
1552627_a_at	53104.0	33297.0
1552628_a_at	45429.0	33297.0
1552629_a_at	21870.0	33297.0
1552630_a_at	48792.0	33297.0
1552631_a_at	44293.0	33297.0
1552632_a_at	28907.0	33297.0
1552633_at	17672.0	33297.0
1552634_a_at	637.0	33297.0
1552637_at	13636.0	33297.0
1552639_at	9879.0	33297.0
1552641_s_at	29304.0	33297.0
1552643_at	37973.0	33297.0
1552644_a_at	38151.0	33297.0
1552646_at	35782.0	33297.0
1552648_a_at	6724.0	33297.0
1552649_a_at	47622.0	33297.0
1552651_a_at	45291.0	33297.0
1552652_at	7022.0	33297.0
1552656_s_at	12352.0	33297.0
1552657_a_at	18212.0	33297.0
1552658_a_at	16538.0	33297.0
1552660_a_at	49791.0	33297.0
1552661_at	37611.0	33297.0
1552662_a_at	39900.0	33297.0
1552663_a_at	52849.0	33297.0
1552664_at	23607.0	33297.0
1552665_at	42938.0	33297.0
1552666_a_at	42663.0	33297.0
1552667_a_at	2529.0	33297.0
1552669_at	35932.0	33297.0
1552670_a_at	45110.0	33297.0
1552671_a_at	33803.0	33297.0
1552672_a_at	33682.0	33297.0
1552673_at	17250.0	33297.0
1552674_at	9617.0	33297.0
1552675_at	38886.0	33297.0
1552676_at	19450.0	33297.0
1552677_a_at	35548.0	33297.0
1552678_a_at	42618.0	33297.0
1552680_a_at	23824.0	33297.0
1552682_a_at	29930.0	33297.0
1552684_a_at	30399.0	33297.0
1552685_a_at	28514.0	33297.0
1552686_at	32104.0	33297.0
1552687_a_at	23192.0	33297.0
1552689_at	33926.0	33297.0
1552690_a_at	8030.0	33297.0
1552691_at	1761.0	33297.0
1552693_at	21053.0	33297.0
1552694_at	34195.0	33297.0
1552695_a_at	47514.0	33297.0
1552696_at	27171.0	33297.0
1552698_at	5722.0	33297.0
1552701_a_at	911.0	33297.0
1552703_s_at	932.0	33297.0
1552705_at	49676.0	33297.0
1552708_a_at	47247.0	33297.0
1552711_a_at	41923.0	33297.0
1552712_a_at	5406.0	33297.0
1552713_a_at	6105.0	33297.0
1552714_at	28995.0	33297.0
1552715_a_at	19133.0	33297.0
1552716_at	40833.0	33297.0
1552717_s_at	11659.0	33297.0
1552718_at	44960.0	33297.0
1552719_at	12520.0	33297.0
1552721_a_at	49714.0	33297.0
1552722_at	33705.0	33297.0
1552724_at	33882.0	33297.0
1552725_s_at	33845.0	33297.0
1552726_at	46947.0	33297.0
1552727_s_at	48290.0	33297.0
1552729_at	37610.0	33297.0
1552730_at	6193.0	33297.0
1552731_at	44796.0	33297.0
1552732_at	46060.0	33297.0
1552733_at	42483.0	33297.0
1552734_at	46590.0	33297.0
1552735_at	47126.0	33297.0
1552736_a_at	12047.0	33297.0
1552737_s_at	52423.0	33297.0
1552738_a_at	26983.0	33297.0
1552739_s_at	50795.0	33297.0
1552740_at	35142.0	33297.0
1552742_at	10051.0	33297.0
1552743_at	35616.0	33297.0
1552745_at	18795.0	33297.0
1552747_a_at	43476.0	33297.0
1552749_a_at	13954.0	33297.0
1552750_at	45829.0	33297.0
1552751_a_at	40913.0	33297.0
1552752_a_at	46311.0	33297.0
1552754_a_at	41089.0	33297.0
1552755_at	25696.0	33297.0
1552757_s_at	9319.0	33297.0
1552758_at	42534.0	33297.0
1552760_at	50851.0	33297.0
1552761_at	35096.0	33297.0
1552763_at	19181.0	33297.0
1552765_x_at	44968.0	33297.0
1552766_at	41848.0	33297.0
1552767_a_at	20317.0	33297.0
1552768_at	48960.0	33297.0
1552769_at	28004.0	33297.0
1552770_s_at	21801.0	33297.0
1552771_a_at	37232.0	33297.0
1552772_at	12974.0	33297.0
1552773_at	33799.0	33297.0
1552774_a_at	46215.0	33297.0
1552775_at	51940.0	33297.0
1552777_a_at	27498.0	33297.0
1552779_a_at	40205.0	33297.0
1552782_at	21522.0	33297.0
1552783_at	25398.0	33297.0
1552785_at	29018.0	33297.0
1552787_at	47819.0	33297.0
1552788_a_at	24413.0	33297.0
1552789_at	40495.0	33297.0
1552790_a_at	44568.0	33297.0
1552791_a_at	46729.0	33297.0
1552792_at	47355.0	33297.0
1552793_at	24368.0	33297.0
1552794_a_at	3119.0	33297.0
1552796_a_at	17815.0	33297.0
1552797_s_at	39953.0	33297.0
1552798_a_at	8011.0	33297.0
1552799_at	44856.0	33297.0
1552800_at	32991.0	33297.0
1552801_at	31734.0	33297.0
1552803_a_at	25652.0	33297.0
1552804_a_at	43815.0	33297.0
1552806_a_at	19240.0	33297.0
1552807_a_at	491.0	33297.0
1552808_at	29905.0	33297.0
1552809_at	34011.0	33297.0
1552811_at	29719.0	33297.0
1552812_a_at	45896.0	33297.0
1552813_at	40592.0	33297.0
1552814_a_at	38411.0	33297.0
1552816_at	29804.0	33297.0
1552818_a_at	17905.0	33297.0
1552819_at	41560.0	33297.0
1552822_at	33632.0	33297.0
1552825_at	40327.0	33297.0
1552826_at	28811.0	33297.0
1552827_s_at	30920.0	33297.0
1552828_at	50001.0	33297.0
1552829_at	3425.0	33297.0
1552830_at	23949.0	33297.0
1552833_at	48564.0	33297.0
1552834_at	45664.0	33297.0
1552835_at	32074.0	33297.0
1552836_at	20800.0	33297.0
1552837_at	28523.0	33297.0
1552839_at	18487.0	33297.0
1552841_s_at	29612.0	33297.0
1552842_at	16426.0	33297.0
1552843_at	41820.0	33297.0
1552845_at	34982.0	33297.0
1552846_s_at	525.0	33297.0
1552848_a_at	49172.0	33297.0
1552849_at	21174.0	33297.0
1552851_at	20285.0	33297.0
1552852_a_at	38756.0	33297.0
1552853_at	19475.0	33297.0
1552854_a_at	23967.0	33297.0
1552856_at	38658.0	33297.0
1552857_a_at	33314.0	33297.0
1552858_at	6731.0	33297.0
1552860_at	11202.0	33297.0
1552862_at	37567.0	33297.0
1552863_a_at	14548.0	33297.0
1552865_a_at	38728.0	33297.0
1552867_at	30389.0	33297.0
1552868_at	26205.0	33297.0
1552870_s_at	25420.0	33297.0
1552872_at	29336.0	33297.0
1552873_s_at	33998.0	33297.0
1552875_a_at	11246.0	33297.0
1552876_at	28467.0	33297.0
1552877_s_at	24718.0	33297.0
1552878_at	33988.0	33297.0
1552879_a_at	16792.0	33297.0
1552880_at	34092.0	33297.0
1552882_a_at	14813.0	33297.0
1552884_at	10086.0	33297.0
1552885_a_at	20509.0	33297.0
1552887_at	20282.0	33297.0
1552889_a_at	3572.0	33297.0
1552890_a_at	44324.0	33297.0
1552892_at	36734.0	33297.0
1552893_at	40693.0	33297.0
1552895_a_at	45438.0	33297.0
1552897_a_at	17706.0	33297.0
1552898_a_at	24024.0	33297.0
1552899_at	1394.0	33297.0
1552900_a_at	19056.0	33297.0
1552902_a_at	47716.0	33297.0
1552903_at	42389.0	33297.0
1552904_at	43236.0	33297.0
1552906_at	20941.0	33297.0
1552908_at	45301.0	33297.0
1552910_at	6234.0	33297.0
1552911_at	42386.0	33297.0
1552912_a_at	34774.0	33297.0
1552913_at	22441.0	33297.0
1552914_a_at	12518.0	33297.0
1552915_at	13584.0	33297.0
1552917_at	7477.0	33297.0
1552919_at	34568.0	33297.0
1552921_a_at	17462.0	33297.0
1552922_at	20578.0	33297.0
1552923_a_at	19632.0	33297.0
1552924_a_at	14722.0	33297.0
1552925_at	23794.0	33297.0
1552927_at	8748.0	33297.0
1552928_s_at	50138.0	33297.0
1552929_at	16234.0	33297.0
1552930_at	18215.0	33297.0
1552931_a_at	45723.0	33297.0
1552932_at	39879.0	33297.0
1552933_at	30075.0	33297.0
1552935_at	45488.0	33297.0
1552937_s_at	30846.0	33297.0
1552938_at	42049.0	33297.0
1552939_at	19033.0	33297.0
1552940_at	38470.0	33297.0
1552942_at	8081.0	33297.0
1552943_at	41584.0	33297.0
1552944_a_at	24672.0	33297.0
1552946_at	2175.0	33297.0
1552947_x_at	2116.0	33297.0
1552948_at	8521.0	33297.0
1552950_at	23255.0	33297.0
1552952_at	21709.0	33297.0
1552953_a_at	41526.0	33297.0
1552954_at	43611.0	33297.0
1552955_at	37654.0	33297.0
1552957_at	36676.0	33297.0
1552960_at	43135.0	33297.0
1552961_at	31444.0	33297.0
1552964_at	37415.0	33297.0
1552965_a_at	35607.0	33297.0
1552967_at	37219.0	33297.0
1552969_a_at	39263.0	33297.0
1552970_s_at	42928.0	33297.0
1552971_at	5177.0	33297.0
1552972_at	33888.0	33297.0
1552973_at	34307.0	33297.0
1552974_at	30916.0	33297.0
1552975_x_at	47728.0	33297.0
1552976_at	34946.0	33297.0
1552977_a_at	2898.0	33297.0
1552978_a_at	47808.0	33297.0
1552979_at	18986.0	33297.0
1552980_at	30222.0	33297.0
1552982_a_at	36622.0	33297.0
1552985_at	43550.0	33297.0
1552986_at	47352.0	33297.0
1552987_a_at	24459.0	33297.0
1552988_at	34134.0	33297.0
1552990_at	46931.0	33297.0
1552991_at	28909.0	33297.0
1552993_at	20576.0	33297.0
1552995_at	47344.0	33297.0
1552997_a_at	16357.0	33297.0
1552998_at	31977.0	33297.0
1552999_a_at	24207.0	33297.0
1553002_at	32768.0	33297.0
1553003_at	31521.0	33297.0
1553004_at	16497.0	33297.0
1553006_at	25773.0	33297.0
1553007_a_at	23724.0	33297.0
1553009_s_at	10966.0	33297.0
1553011_at	22404.0	33297.0
1553013_at	28685.0	33297.0
1553015_a_at	29840.0	33297.0
1553016_at	45213.0	33297.0
1553019_at	47727.0	33297.0
1553020_at	10184.0	33297.0
1553021_s_at	32190.0	33297.0
1553022_at	34453.0	33297.0
1553023_a_at	32953.0	33297.0
1553024_at	27465.0	33297.0
1553025_at	9414.0	33297.0
1553027_a_at	49739.0	33297.0
1553028_at	11613.0	33297.0
1553030_a_at	43701.0	33297.0
1553031_at	16239.0	33297.0
1553032_at	44542.0	33297.0
1553033_at	10835.0	33297.0
1553034_at	15793.0	33297.0
1553036_at	28002.0	33297.0
1553037_a_at	19910.0	33297.0
1553039_a_at	42695.0	33297.0
1553041_at	37437.0	33297.0
1553042_a_at	14296.0	33297.0
1553043_a_at	1589.0	33297.0
1553044_at	42871.0	33297.0
1553045_at	35823.0	33297.0
1553046_s_at	40821.0	33297.0
1553047_at	19090.0	33297.0
1553048_a_at	42763.0	33297.0
1553051_s_at	39669.0	33297.0
1553052_at	14669.0	33297.0
1553053_at	48481.0	33297.0
1553055_a_at	6608.0	33297.0
1553057_at	26890.0	33297.0
1553058_at	43384.0	33297.0
1553059_at	4826.0	33297.0
1553060_at	36368.0	33297.0
1553061_at	38317.0	33297.0
1553062_at	46728.0	33297.0
1553063_at	38012.0	33297.0
1553064_at	18317.0	33297.0
1553066_at	14009.0	33297.0
1553067_a_at	18304.0	33297.0
1553069_at	38635.0	33297.0
1553070_a_at	31470.0	33297.0
1553071_a_at	8704.0	33297.0
1553072_at	24701.0	33297.0
1553074_at	45751.0	33297.0
1553075_a_at	38505.0	33297.0
1553076_at	28888.0	33297.0
1553077_at	29078.0	33297.0
1553078_at	33166.0	33297.0
1553079_at	43912.0	33297.0
1553080_at	19453.0	33297.0
1553081_at	31929.0	33297.0
1553082_at	47057.0	33297.0
1553083_at	39798.0	33297.0
1553084_at	36004.0	33297.0
1553086_at	39278.0	33297.0
1553087_at	39416.0	33297.0
1553088_a_at	16884.0	33297.0
1553089_a_at	36203.0	33297.0
1553093_a_at	38928.0	33297.0
1553094_at	17575.0	33297.0
1553096_s_at	3320.0	33297.0
1553099_at	30857.0	33297.0
1553101_a_at	40935.0	33297.0
1553102_a_at	35398.0	33297.0
1553103_at	49364.0	33297.0
1553105_s_at	13479.0	33297.0
1553106_at	48521.0	33297.0
1553107_s_at	18875.0	33297.0
1553108_at	52085.0	33297.0
1553111_a_at	41342.0	33297.0
1553112_s_at	50610.0	33297.0
1553113_s_at	49367.0	33297.0
1553114_a_at	20378.0	33297.0
1553115_at	31410.0	33297.0
1553117_a_at	22273.0	33297.0
1553118_at	33032.0	33297.0
1553120_at	32815.0	33297.0
1553122_s_at	31083.0	33297.0
1553123_at	11216.0	33297.0
1553125_x_at	11300.0	33297.0
1553126_a_at	22871.0	33297.0
1553127_a_at	33869.0	33297.0
1553129_at	23013.0	33297.0
1553130_at	36231.0	33297.0
1553131_a_at	41290.0	33297.0
1553132_a_at	53761.0	33297.0
1553133_at	26805.0	33297.0
1553134_s_at	33863.0	33297.0
1553136_at	44163.0	33297.0
1553137_s_at	13811.0	33297.0
1553138_a_at	18379.0	33297.0
1553139_s_at	43836.0	33297.0
1553140_at	49816.0	33297.0
1553141_at	18439.0	33297.0
1553142_at	12434.0	33297.0
1553145_at	25676.0	33297.0
1553146_at	22216.0	33297.0
1553147_at	44170.0	33297.0
1553148_a_at	49235.0	33297.0
1553150_at	48841.0	33297.0
1553151_at	4209.0	33297.0
1553153_at	4162.0	33297.0
1553155_x_at	1981.0	33297.0
1553156_at	28846.0	33297.0
1553157_at	23627.0	33297.0
1553158_at	8830.0	33297.0
1553159_at	33814.0	33297.0
1553162_x_at	38813.0	33297.0
1553163_at	7158.0	33297.0
1553165_at	23703.0	33297.0
1553166_at	30270.0	33297.0
1553167_a_at	8205.0	33297.0
1553168_at	19340.0	33297.0
1553169_at	41948.0	33297.0
1553171_x_at	42078.0	33297.0
1553172_at	37067.0	33297.0
1553174_at	49358.0	33297.0
1553175_s_at	51861.0	33297.0
1553176_at	48727.0	33297.0
1553177_at	20532.0	33297.0
1553178_a_at	42595.0	33297.0
1553179_at	38453.0	33297.0
1553180_at	41747.0	33297.0
1553181_at	34585.0	33297.0
1553183_at	6711.0	33297.0
1553185_at	8736.0	33297.0
1553186_x_at	10387.0	33297.0
1553188_s_at	43797.0	33297.0
1553190_s_at	20654.0	33297.0
1553191_at	10636.0	33297.0
1553192_at	51128.0	33297.0
1553193_at	48391.0	33297.0
1553194_at	54077.0	33297.0
1553196_a_at	13108.0	33297.0
1553197_at	7660.0	33297.0
1553199_at	7583.0	33297.0
1553202_at	18738.0	33297.0
1553204_at	33379.0	33297.0
1553205_at	25010.0	33297.0
1553207_at	34259.0	33297.0
1553208_s_at	20270.0	33297.0
1553209_at	22947.0	33297.0
1553211_at	43662.0	33297.0
1553212_at	36106.0	33297.0
1553213_a_at	42196.0	33297.0
1553214_a_at	35538.0	33297.0
1553215_s_at	12727.0	33297.0
1553216_at	45679.0	33297.0
1553217_s_at	34279.0	33297.0
1553218_a_at	54105.0	33297.0
1553219_a_at	27816.0	33297.0
1553220_at	41296.0	33297.0
1553221_at	49033.0	33297.0
1553222_at	40871.0	33297.0
1553224_at	37494.0	33297.0
1553225_s_at	8479.0	33297.0
1553226_at	23916.0	33297.0
1553227_s_at	21282.0	33297.0
1553228_at	31260.0	33297.0
1553229_at	28343.0	33297.0
1553232_at	40328.0	33297.0
1553234_at	30318.0	33297.0
1553235_at	28258.0	33297.0
1553237_x_at	17010.0	33297.0
1553238_a_at	12895.0	33297.0
1553239_at	45975.0	33297.0
1553241_at	6518.0	33297.0
1553243_at	51799.0	33297.0
1553244_at	27061.0	33297.0
1553246_a_at	44534.0	33297.0
1553247_a_at	21659.0	33297.0
1553248_at	24791.0	33297.0
1553249_at	44911.0	33297.0
1553252_a_at	27877.0	33297.0
1553253_at	47729.0	33297.0
1553254_at	16866.0	33297.0
1553255_at	38395.0	33297.0
1553257_at	29717.0	33297.0
1553258_at	33530.0	33297.0
1553260_s_at	14914.0	33297.0
1553261_x_at	22100.0	33297.0
1553262_a_at	38242.0	33297.0
1553263_at	45727.0	33297.0
1553264_a_at	38001.0	33297.0
1553265_at	27702.0	33297.0
1553266_at	38940.0	33297.0
1553267_a_at	10815.0	33297.0
1553268_at	43804.0	33297.0
1553269_at	11346.0	33297.0
1553271_at	35367.0	33297.0
1553272_at	35088.0	33297.0
1553274_a_at	9225.0	33297.0
1553275_s_at	45399.0	33297.0
1553276_at	48013.0	33297.0
1553277_at	38146.0	33297.0
1553279_at	2729.0	33297.0
1553280_at	38370.0	33297.0
1553281_at	27470.0	33297.0
1553282_at	35117.0	33297.0
1553284_s_at	11152.0	33297.0
1553285_s_at	12319.0	33297.0
1553286_at	13921.0	33297.0
1553288_a_at	10975.0	33297.0
1553292_s_at	32537.0	33297.0
1553293_at	41717.0	33297.0
1553295_at	23618.0	33297.0
1553296_at	41650.0	33297.0
1553297_a_at	16422.0	33297.0
1553298_at	24744.0	33297.0
1553299_at	51736.0	33297.0
1553300_a_at	24465.0	33297.0
1553301_a_at	26051.0	33297.0
1553303_at	36322.0	33297.0
1553304_at	42957.0	33297.0
1553306_at	47866.0	33297.0
1553310_at	46622.0	33297.0
1553311_at	46377.0	33297.0
1553313_s_at	23532.0	33297.0
1553314_a_at	38485.0	33297.0
1553315_at	50299.0	33297.0
1553316_at	30002.0	33297.0
1553317_s_at	35786.0	33297.0
1553318_at	34328.0	33297.0
1553319_at	41275.0	33297.0
1553320_s_at	33022.0	33297.0
1553321_a_at	21210.0	33297.0
1553322_s_at	41588.0	33297.0
1553323_a_at	36890.0	33297.0
1553325_at	31946.0	33297.0
1553326_at	15217.0	33297.0
1553327_a_at	20406.0	33297.0
1553328_a_at	31232.0	33297.0
1553329_at	21681.0	33297.0
1553330_at	15435.0	33297.0
1553333_at	25613.0	33297.0
1553335_x_at	33427.0	33297.0
1553336_a_at	28435.0	33297.0
1553338_at	18895.0	33297.0
1553340_s_at	27258.0	33297.0
1553341_at	24451.0	33297.0
1553344_at	7417.0	33297.0
1553346_a_at	43073.0	33297.0
1553347_s_at	23950.0	33297.0
1553348_a_at	25780.0	33297.0
1553349_at	26249.0	33297.0
1553350_at	39393.0	33297.0
1553351_at	24008.0	33297.0
1553352_x_at	7428.0	33297.0
1553354_a_at	28820.0	33297.0
1553355_at	46955.0	33297.0
1553356_at	27080.0	33297.0
1553357_at	47036.0	33297.0
1553359_at	24212.0	33297.0
1553361_x_at	26538.0	33297.0
1553362_at	28943.0	33297.0
1553363_at	28537.0	33297.0
1553364_at	42771.0	33297.0
1553365_at	15555.0	33297.0
1553366_s_at	48344.0	33297.0
1553367_a_at	16942.0	33297.0
1553369_at	48546.0	33297.0
1553371_at	46993.0	33297.0
1553372_at	16520.0	33297.0
1553373_at	9922.0	33297.0
1553374_at	34966.0	33297.0
1553375_at	23636.0	33297.0
1553376_a_at	36051.0	33297.0
1553378_a_at	25736.0	33297.0
1553380_at	22287.0	33297.0
1553383_at	23616.0	33297.0
1553385_at	42089.0	33297.0
1553386_at	7353.0	33297.0
1553387_at	38725.0	33297.0
1553388_at	14016.0	33297.0
1553389_at	19097.0	33297.0
1553390_at	35091.0	33297.0
1553391_at	44647.0	33297.0
1553392_at	28758.0	33297.0
1553394_a_at	27644.0	33297.0
1553395_a_at	2378.0	33297.0
1553396_a_at	31976.0	33297.0
1553397_at	30732.0	33297.0
1553398_at	16611.0	33297.0
1553399_a_at	40194.0	33297.0
1553400_a_at	45808.0	33297.0
1553401_at	37322.0	33297.0
1553402_a_at	9881.0	33297.0
1553403_at	28270.0	33297.0
