feature_id	GSE28829	GSE43292
1557350_at	19955.0	33297.0
1557352_at	43721.0	33297.0
1557353_at	30683.0	33297.0
1557354_at	15626.0	33297.0
1557357_at	4595.0	33297.0
1557359_at	20997.0	33297.0
1557360_at	21171.0	33297.0
1557362_at	40058.0	33297.0
1557363_a_at	30603.0	33297.0
1557366_at	14828.0	33297.0
1557369_a_at	47455.0	33297.0
1557370_s_at	585.0	33297.0
1557371_a_at	24322.0	33297.0
1557372_at	45730.0	33297.0
1557373_at	42397.0	33297.0
1557374_at	4723.0	33297.0
1557375_at	26485.0	33297.0
1557380_at	27446.0	33297.0
1557382_x_at	37782.0	33297.0
1557383_a_at	3781.0	33297.0
1557384_at	6579.0	33297.0
1557385_at	51108.0	33297.0
1557386_at	11624.0	33297.0
1557388_at	36512.0	33297.0
1557389_at	32487.0	33297.0
1557394_at	44521.0	33297.0
1557395_at	7267.0	33297.0
1557398_at	51249.0	33297.0
1557399_at	13842.0	33297.0
1557400_at	3751.0	33297.0
1557402_at	10507.0	33297.0
1557403_s_at	36378.0	33297.0
1557404_at	43048.0	33297.0
1557405_at	19127.0	33297.0
1557406_s_at	24834.0	33297.0
1557409_at	11628.0	33297.0
1557410_at	24959.0	33297.0
1557411_s_at	15507.0	33297.0
1557413_a_at	48018.0	33297.0
1557415_s_at	25962.0	33297.0
1557417_s_at	22820.0	33297.0
1557418_at	35969.0	33297.0
1557419_a_at	24828.0	33297.0
1557421_at	31143.0	33297.0
1557422_at	10622.0	33297.0
1557424_at	20023.0	33297.0
1557427_at	49126.0	33297.0
1557429_s_at	41255.0	33297.0
1557430_at	51886.0	33297.0
1557431_at	41489.0	33297.0
1557432_at	11005.0	33297.0
1557433_at	46868.0	33297.0
1557434_at	13701.0	33297.0
1557436_at	31570.0	33297.0
1557437_a_at	3074.0	33297.0
1557438_at	49523.0	33297.0
1557439_at	39932.0	33297.0
1557443_s_at	9584.0	33297.0
1557444_at	15136.0	33297.0
1557446_x_at	29883.0	33297.0
1557448_a_at	13823.0	33297.0
1557450_s_at	15858.0	33297.0
1557451_at	30479.0	33297.0
1557452_at	4738.0	33297.0
1557453_at	22176.0	33297.0
1557455_s_at	35803.0	33297.0
1557456_a_at	36127.0	33297.0
1557457_at	28511.0	33297.0
1557458_s_at	39770.0	33297.0
1557459_at	6751.0	33297.0
1557463_at	7368.0	33297.0
1557465_at	49264.0	33297.0
1557466_at	26736.0	33297.0
1557468_at	15694.0	33297.0
1557470_at	35660.0	33297.0
1557472_a_at	22092.0	33297.0
1557474_at	26508.0	33297.0
1557475_at	30337.0	33297.0
1557476_at	31532.0	33297.0
1557477_at	11231.0	33297.0
1557478_at	2230.0	33297.0
1557479_at	14550.0	33297.0
1557480_a_at	49067.0	33297.0
1557481_a_at	24066.0	33297.0
1557483_at	29894.0	33297.0
1557484_at	32918.0	33297.0
1557486_at	17042.0	33297.0
1557487_at	30722.0	33297.0
1557488_at	42147.0	33297.0
1557491_at	35038.0	33297.0
1557493_x_at	25421.0	33297.0
1557495_at	28560.0	33297.0
1557498_a_at	38620.0	33297.0
1557501_a_at	5698.0	33297.0
1557502_at	32565.0	33297.0
1557504_at	9999.0	33297.0
1557505_a_at	11112.0	33297.0
1557506_a_at	29789.0	33297.0
1557507_at	43852.0	33297.0
1557511_at	40180.0	33297.0
1557512_at	51177.0	33297.0
1557513_a_at	15196.0	33297.0
1557514_a_at	13741.0	33297.0
1557515_at	34360.0	33297.0
1557517_a_at	35012.0	33297.0
1557518_a_at	24395.0	33297.0
1557519_at	27836.0	33297.0
1557520_a_at	25970.0	33297.0
1557521_a_at	4308.0	33297.0
1557522_x_at	16392.0	33297.0
1557523_at	22127.0	33297.0
1557527_at	3857.0	33297.0
1557528_at	48724.0	33297.0
1557529_at	44421.0	33297.0
1557531_a_at	27774.0	33297.0
1557532_at	14169.0	33297.0
1557533_at	17846.0	33297.0
1557534_at	31959.0	33297.0
1557535_at	46600.0	33297.0
1557536_at	33000.0	33297.0
1557538_at	12764.0	33297.0
1557539_at	17542.0	33297.0
1557540_at	41301.0	33297.0
1557541_at	21623.0	33297.0
1557542_at	14179.0	33297.0
1557543_at	26034.0	33297.0
1557544_at	46954.0	33297.0
1557545_s_at	31272.0	33297.0
1557548_at	26376.0	33297.0
1557550_at	11747.0	33297.0
1557551_at	9679.0	33297.0
1557553_at	47137.0	33297.0
1557555_at	12629.0	33297.0
1557557_at	7788.0	33297.0
1557558_s_at	12594.0	33297.0
1557560_at	7264.0	33297.0
1557562_at	31593.0	33297.0
1557564_at	31868.0	33297.0
1557565_a_at	28868.0	33297.0
1557566_at	38071.0	33297.0
1557567_a_at	35132.0	33297.0
1557569_at	20682.0	33297.0
1557570_a_at	32641.0	33297.0
1557571_at	50858.0	33297.0
1557575_at	22521.0	33297.0
1557576_at	42855.0	33297.0
1557578_at	13175.0	33297.0
1557580_at	6899.0	33297.0
1557581_x_at	3170.0	33297.0
1557582_at	22461.0	33297.0
1557583_at	28149.0	33297.0
1557584_at	27298.0	33297.0
1557585_at	4729.0	33297.0
1557586_s_at	4551.0	33297.0
1557588_at	32615.0	33297.0
1557589_a_at	17563.0	33297.0
1557590_at	39594.0	33297.0
1557591_at	27130.0	33297.0
1557593_at	18368.0	33297.0
1557595_at	41556.0	33297.0
1557597_at	24491.0	33297.0
1557598_at	34331.0	33297.0
1557599_a_at	32749.0	33297.0
1557601_s_at	43844.0	33297.0
1557602_at	20767.0	33297.0
1557604_at	14618.0	33297.0
1557605_a_at	23819.0	33297.0
1557606_at	12420.0	33297.0
1557607_at	43618.0	33297.0
1557608_a_at	50104.0	33297.0
1557609_s_at	28108.0	33297.0
1557610_at	45220.0	33297.0
1557611_at	44899.0	33297.0
1557613_at	21967.0	33297.0
1557615_a_at	41426.0	33297.0
1557616_at	43197.0	33297.0
1557617_at	32564.0	33297.0
1557618_at	48673.0	33297.0
1557620_a_at	14962.0	33297.0
1557621_at	26000.0	33297.0
1557623_at	38602.0	33297.0
1557624_at	36619.0	33297.0
1557626_at	3758.0	33297.0
1557627_at	20938.0	33297.0
1557628_s_at	50273.0	33297.0
1557630_s_at	39405.0	33297.0
1557631_at	10471.0	33297.0
1557632_at	1140.0	33297.0
1557633_at	32526.0	33297.0
1557636_a_at	29059.0	33297.0
1557637_at	17349.0	33297.0
1557638_at	26452.0	33297.0
1557639_at	27737.0	33297.0
1557641_at	8852.0	33297.0
1557642_at	21790.0	33297.0
1557644_at	14757.0	33297.0
1557645_at	44977.0	33297.0
1557646_at	25593.0	33297.0
1557647_a_at	47619.0	33297.0
1557649_at	22424.0	33297.0
1557651_x_at	3474.0	33297.0
1557652_a_at	39490.0	33297.0
1557656_at	33299.0	33297.0
1557657_a_at	45127.0	33297.0
1557658_at	11978.0	33297.0
1557659_a_at	16668.0	33297.0
1557660_s_at	28032.0	33297.0
1557661_at	12146.0	33297.0
1557664_at	32830.0	33297.0
1557665_at	34811.0	33297.0
1557666_s_at	36628.0	33297.0
1557667_at	30616.0	33297.0
1557669_at	35466.0	33297.0
1557672_s_at	21781.0	33297.0
1557673_at	47537.0	33297.0
1557674_s_at	41524.0	33297.0
1557675_at	46158.0	33297.0
1557676_at	27191.0	33297.0
1557677_a_at	13912.0	33297.0
1557679_at	31354.0	33297.0
1557680_at	36578.0	33297.0
1557681_s_at	42227.0	33297.0
1557682_a_at	3522.0	33297.0
1557683_at	12982.0	33297.0
1557684_at	42308.0	33297.0
1557685_at	5372.0	33297.0
1557688_at	13767.0	33297.0
1557689_at	30790.0	33297.0
1557690_x_at	8636.0	33297.0
1557692_a_at	37830.0	33297.0
1557693_at	36198.0	33297.0
1557697_at	20268.0	33297.0
1557698_at	17033.0	33297.0
1557699_x_at	7614.0	33297.0
1557700_at	33164.0	33297.0
1557701_s_at	28904.0	33297.0
1557702_at	22557.0	33297.0
1557703_at	12913.0	33297.0
1557704_a_at	11138.0	33297.0
1557705_a_at	45177.0	33297.0
1557706_at	38661.0	33297.0
1557707_at	16718.0	33297.0
1557709_at	31108.0	33297.0
1557710_at	3933.0	33297.0
1557712_x_at	12761.0	33297.0
1557713_at	23093.0	33297.0
1557714_at	41232.0	33297.0
1557717_at	4397.0	33297.0
1557718_at	1270.0	33297.0
1557719_at	10742.0	33297.0
1557720_s_at	14434.0	33297.0
1557721_at	48032.0	33297.0
1557723_at	38743.0	33297.0
1557724_a_at	41379.0	33297.0
1557726_at	9799.0	33297.0
1557727_at	34842.0	33297.0
1557729_at	51307.0	33297.0
1557731_at	10027.0	33297.0
1557733_a_at	40710.0	33297.0
1557734_s_at	34632.0	33297.0
1557735_at	29199.0	33297.0
1557736_at	28661.0	33297.0
1557737_s_at	42814.0	33297.0
1557738_at	34597.0	33297.0
1557739_at	7336.0	33297.0
1557740_a_at	34444.0	33297.0
1557741_at	5167.0	33297.0
1557742_a_at	36398.0	33297.0
1557744_at	44127.0	33297.0
1557745_at	34679.0	33297.0
1557746_at	8130.0	33297.0
1557749_at	46929.0	33297.0
1557751_at	23482.0	33297.0
1557753_at	16375.0	33297.0
1557754_at	8986.0	33297.0
1557755_at	23373.0	33297.0
1557756_a_at	22844.0	33297.0
1557757_at	52187.0	33297.0
1557758_at	39834.0	33297.0
1557759_at	14050.0	33297.0
1557761_s_at	26687.0	33297.0
1557762_at	16711.0	33297.0
1557763_at	15914.0	33297.0
1557765_at	39046.0	33297.0
1557767_at	40274.0	33297.0
1557768_at	17023.0	33297.0
1557769_at	13549.0	33297.0
1557770_at	23709.0	33297.0
1557771_at	33523.0	33297.0
1557772_at	10133.0	33297.0
1557774_at	35115.0	33297.0
1557775_a_at	26466.0	33297.0
1557776_at	35789.0	33297.0
1557777_at	47746.0	33297.0
1557778_at	30946.0	33297.0
1557779_at	33309.0	33297.0
1557780_at	42406.0	33297.0
1557782_s_at	40217.0	33297.0
1557783_at	34142.0	33297.0
1557786_s_at	42958.0	33297.0
1557787_at	3967.0	33297.0
1557788_a_at	18298.0	33297.0
1557789_at	14364.0	33297.0
1557790_at	15888.0	33297.0
1557791_at	30281.0	33297.0
1557793_at	27864.0	33297.0
1557795_s_at	53779.0	33297.0
1557796_at	31634.0	33297.0
1557797_a_at	1424.0	33297.0
1557798_at	44932.0	33297.0
1557799_at	26622.0	33297.0
1557801_x_at	30432.0	33297.0
1557802_at	13464.0	33297.0
1557803_at	15839.0	33297.0
1557804_at	12171.0	33297.0
1557805_at	29928.0	33297.0
1557807_a_at	29259.0	33297.0
1557809_a_at	9632.0	33297.0
1557810_at	41800.0	33297.0
1557811_a_at	33855.0	33297.0
1557812_a_at	42361.0	33297.0
1557813_at	11115.0	33297.0
1557814_a_at	13200.0	33297.0
1557816_a_at	29293.0	33297.0
1557817_a_at	14095.0	33297.0
1557818_x_at	43080.0	33297.0
1557820_at	20779.0	33297.0
1557821_at	21741.0	33297.0
1557822_at	14201.0	33297.0
1557823_s_at	30677.0	33297.0
1557825_at	38647.0	33297.0
1557826_at	43336.0	33297.0
1557827_at	28637.0	33297.0
1557828_a_at	31311.0	33297.0
1557829_at	25002.0	33297.0
1557830_at	22369.0	33297.0
1557832_at	30826.0	33297.0
1557833_at	22688.0	33297.0
1557835_at	13277.0	33297.0
1557836_at	50042.0	33297.0
1557837_a_at	5805.0	33297.0
1557838_at	22898.0	33297.0
1557840_at	18078.0	33297.0
1557841_at	9024.0	33297.0
1557842_at	15675.0	33297.0
1557843_at	7902.0	33297.0
1557845_at	32234.0	33297.0
1557848_at	49203.0	33297.0
1557849_at	18670.0	33297.0
1557850_at	44511.0	33297.0
1557852_at	37190.0	33297.0
1557856_at	25204.0	33297.0
1557857_a_at	32659.0	33297.0
1557861_at	14112.0	33297.0
1557862_at	44622.0	33297.0
1557863_at	17162.0	33297.0
1557864_x_at	23898.0	33297.0
1557865_at	27231.0	33297.0
1557866_at	10586.0	33297.0
1557867_s_at	12592.0	33297.0
1557869_at	36674.0	33297.0
1557871_at	45413.0	33297.0
1557873_at	15996.0	33297.0
1557874_at	18169.0	33297.0
1557875_at	31270.0	33297.0
1557876_at	16033.0	33297.0
1557877_s_at	11517.0	33297.0
1557878_at	23356.0	33297.0
1557879_at	21070.0	33297.0
1557880_at	38816.0	33297.0
1557881_at	10524.0	33297.0
1557882_at	25131.0	33297.0
1557883_a_at	16600.0	33297.0
1557885_at	39785.0	33297.0
1557886_at	29655.0	33297.0
1557888_at	38460.0	33297.0
1557889_at	9247.0	33297.0
1557890_at	21187.0	33297.0
1557891_s_at	31291.0	33297.0
1557892_at	19396.0	33297.0
1557893_a_at	43551.0	33297.0
1557895_at	2739.0	33297.0
1557896_at	48312.0	33297.0
1557897_at	24689.0	33297.0
1557898_at	33533.0	33297.0
1557900_at	7531.0	33297.0
1557905_s_at	30149.0	33297.0
1557906_at	12654.0	33297.0
1557907_x_at	24526.0	33297.0
1557908_at	30907.0	33297.0
1557910_at	50184.0	33297.0
1557914_s_at	7471.0	33297.0
1557915_s_at	7029.0	33297.0
1557918_s_at	52194.0	33297.0
1557919_a_at	44895.0	33297.0
1557921_s_at	33493.0	33297.0
1557924_s_at	9023.0	33297.0
1557938_s_at	49388.0	33297.0
1557943_at	34951.0	33297.0
1557944_s_at	34475.0	33297.0
1557945_at	26601.0	33297.0
1557948_at	50029.0	33297.0
1557950_at	37449.0	33297.0
1557953_at	32097.0	33297.0
1557954_at	45215.0	33297.0
1557961_s_at	53409.0	33297.0
1557963_at	30676.0	33297.0
1557964_at	45778.0	33297.0
1557965_at	37240.0	33297.0
1557966_x_at	38087.0	33297.0
1557970_s_at	16702.0	33297.0
1557981_at	23232.0	33297.0
1557984_s_at	31550.0	33297.0
1557985_s_at	13669.0	33297.0
1557986_s_at	17424.0	33297.0
1557987_at	18427.0	33297.0
1557991_at	46614.0	33297.0
1557993_at	37170.0	33297.0
1557994_at	19333.0	33297.0
1557996_at	3841.0	33297.0
1557998_at	17849.0	33297.0
1558000_at	28092.0	33297.0
1558001_s_at	46386.0	33297.0
1558002_at	10450.0	33297.0
1558007_s_at	44641.0	33297.0
1558009_at	22940.0	33297.0
1558010_s_at	20407.0	33297.0
1558011_at	1907.0	33297.0
1558014_s_at	42395.0	33297.0
1558015_s_at	43359.0	33297.0
1558017_s_at	21764.0	33297.0
1558019_at	53454.0	33297.0
1558020_at	36612.0	33297.0
1558021_at	36971.0	33297.0
1558027_s_at	53607.0	33297.0
1558028_x_at	44211.0	33297.0
1558034_s_at	380.0	33297.0
1558041_a_at	15982.0	33297.0
1558044_s_at	32967.0	33297.0
1558045_a_at	48965.0	33297.0
1558046_x_at	28891.0	33297.0
1558048_x_at	38563.0	33297.0
1558050_at	13274.0	33297.0
1558052_at	7932.0	33297.0
1558053_s_at	18590.0	33297.0
1558062_at	44021.0	33297.0
1558066_s_at	28799.0	33297.0
1558075_at	34404.0	33297.0
1558076_at	25353.0	33297.0
1558077_s_at	18945.0	33297.0
1558078_at	9042.0	33297.0
1558080_s_at	38549.0	33297.0
1558081_at	25389.0	33297.0
1558082_at	23931.0	33297.0
1558088_a_at	31572.0	33297.0
1558093_s_at	51884.0	33297.0
1558094_s_at	44753.0	33297.0
1558097_at	2172.0	33297.0
1558101_at	52596.0	33297.0
1558102_at	52500.0	33297.0
1558103_a_at	43901.0	33297.0
1558105_a_at	44541.0	33297.0
1558107_at	23086.0	33297.0
1558109_x_at	16750.0	33297.0
1558111_at	22180.0	33297.0
1558113_at	27545.0	33297.0
1558115_at	46658.0	33297.0
1558116_x_at	52417.0	33297.0
1558117_s_at	41048.0	33297.0
1558118_at	20799.0	33297.0
1558119_at	40836.0	33297.0
1558120_at	23642.0	33297.0
1558121_at	22350.0	33297.0
1558122_s_at	8376.0	33297.0
1558123_at	20410.0	33297.0
1558124_at	33361.0	33297.0
1558128_at	5920.0	33297.0
1558135_at	14160.0	33297.0
1558136_s_at	48301.0	33297.0
1558139_at	24914.0	33297.0
1558140_at	31098.0	33297.0
1558142_at	36200.0	33297.0
1558143_a_at	4727.0	33297.0
1558144_at	48800.0	33297.0
1558147_a_at	13295.0	33297.0
1558148_x_at	22659.0	33297.0
1558152_at	14375.0	33297.0
1558154_at	19324.0	33297.0
1558160_at	21158.0	33297.0
1558163_at	42051.0	33297.0
1558164_s_at	35780.0	33297.0
1558166_at	8141.0	33297.0
1558167_a_at	38606.0	33297.0
1558168_at	47661.0	33297.0
1558170_at	26870.0	33297.0
1558173_a_at	9648.0	33297.0
1558174_at	10304.0	33297.0
1558176_at	7478.0	33297.0
1558177_at	37933.0	33297.0
1558179_at	30817.0	33297.0
1558181_at	46199.0	33297.0
1558183_at	5228.0	33297.0
1558184_s_at	41646.0	33297.0
1558185_at	6767.0	33297.0
1558186_s_at	6012.0	33297.0
1558189_a_at	51293.0	33297.0
1558193_at	38586.0	33297.0
1558195_at	32602.0	33297.0
1558199_at	27660.0	33297.0
1558201_s_at	38571.0	33297.0
1558202_at	29097.0	33297.0
1558208_at	40519.0	33297.0
1558210_at	34121.0	33297.0
1558211_s_at	44556.0	33297.0
1558212_at	45468.0	33297.0
1558214_s_at	51462.0	33297.0
1558215_s_at	48823.0	33297.0
1558216_at	37205.0	33297.0
1558217_at	45489.0	33297.0
1558220_at	14157.0	33297.0
1558225_at	27570.0	33297.0
1558226_a_at	33209.0	33297.0
1558230_at	33779.0	33297.0
1558233_s_at	44669.0	33297.0
1558234_at	28875.0	33297.0
1558236_at	24090.0	33297.0
1558237_x_at	48461.0	33297.0
1558238_at	37401.0	33297.0
1558247_s_at	41468.0	33297.0
1558248_at	15310.0	33297.0
1558249_s_at	52098.0	33297.0
1558250_s_at	18981.0	33297.0
1558251_a_at	36111.0	33297.0
1558253_x_at	33376.0	33297.0
1558254_s_at	45274.0	33297.0
1558256_at	50094.0	33297.0
1558262_at	22303.0	33297.0
1558273_a_at	36546.0	33297.0
1558275_at	9107.0	33297.0
1558277_at	20521.0	33297.0
1558279_a_at	49069.0	33297.0
1558280_s_at	13451.0	33297.0
1558281_a_at	24841.0	33297.0
1558289_at	27610.0	33297.0
1558290_a_at	477.0	33297.0
1558292_s_at	21292.0	33297.0
1558293_at	46364.0	33297.0
1558295_a_at	50664.0	33297.0
1558299_at	704.0	33297.0
1558300_at	28390.0	33297.0
1558301_a_at	38080.0	33297.0
1558304_s_at	17203.0	33297.0
1558305_at	41850.0	33297.0
1558306_at	40195.0	33297.0
1558308_at	30051.0	33297.0
1558310_s_at	49975.0	33297.0
1558315_s_at	46074.0	33297.0
1558320_at	5268.0	33297.0
1558322_a_at	17501.0	33297.0
1558323_at	17414.0	33297.0
1558324_a_at	25216.0	33297.0
1558327_at	4875.0	33297.0
1558329_at	36349.0	33297.0
1558330_x_at	22885.0	33297.0
1558331_at	27320.0	33297.0
1558333_at	51815.0	33297.0
1558334_a_at	42817.0	33297.0
1558336_at	8014.0	33297.0
1558337_at	10714.0	33297.0
1558338_at	6317.0	33297.0
1558340_at	42793.0	33297.0
1558342_x_at	25288.0	33297.0
1558343_at	30717.0	33297.0
1558345_a_at	32009.0	33297.0
1558346_at	12540.0	33297.0
1558348_at	41535.0	33297.0
1558354_s_at	23770.0	33297.0
1558356_at	36681.0	33297.0
1558365_at	45109.0	33297.0
1558368_s_at	27769.0	33297.0
1558369_at	17629.0	33297.0
1558371_a_at	39206.0	33297.0
1558372_at	44011.0	33297.0
1558373_s_at	40770.0	33297.0
1558375_at	8216.0	33297.0
1558378_a_at	18929.0	33297.0
1558381_a_at	44712.0	33297.0
1558383_at	41147.0	33297.0
1558385_at	31601.0	33297.0
1558387_at	44227.0	33297.0
1558388_a_at	28755.0	33297.0
1558390_at	32148.0	33297.0
1558391_s_at	3108.0	33297.0
1558392_at	29488.0	33297.0
1558393_at	38284.0	33297.0
1558394_s_at	43491.0	33297.0
1558397_at	665.0	33297.0
1558398_at	28183.0	33297.0
1558400_x_at	4088.0	33297.0
1558401_at	49981.0	33297.0
1558402_at	20301.0	33297.0
1558404_at	8723.0	33297.0
1558406_a_at	15494.0	33297.0
1558407_at	51746.0	33297.0
1558409_at	31414.0	33297.0
1558410_s_at	10399.0	33297.0
1558411_at	32567.0	33297.0
1558412_at	28430.0	33297.0
1558414_at	33151.0	33297.0
1558418_at	25583.0	33297.0
1558420_at	31716.0	33297.0
1558421_a_at	46367.0	33297.0
1558423_at	17048.0	33297.0
1558425_x_at	42066.0	33297.0
1558426_x_at	19077.0	33297.0
1558428_at	8218.0	33297.0
1558430_at	31376.0	33297.0
1558431_at	17891.0	33297.0
1558436_a_at	32941.0	33297.0
1558437_at	17808.0	33297.0
1558438_a_at	7316.0	33297.0
1558440_at	17319.0	33297.0
1558444_at	13361.0	33297.0
1558445_at	49805.0	33297.0
1558447_at	31221.0	33297.0
1558448_a_at	32278.0	33297.0
1558449_at	31729.0	33297.0
1558450_at	19155.0	33297.0
1558451_at	35564.0	33297.0
1558452_at	27831.0	33297.0
1558458_at	34447.0	33297.0
1558459_s_at	43049.0	33297.0
1558460_at	39452.0	33297.0
1558463_s_at	45666.0	33297.0
1558466_at	38448.0	33297.0
1558467_a_at	26569.0	33297.0
1558469_at	48173.0	33297.0
1558470_at	20066.0	33297.0
1558473_at	28760.0	33297.0
1558474_at	28120.0	33297.0
1558475_at	19087.0	33297.0
1558476_at	39076.0	33297.0
1558477_at	35667.0	33297.0
1558480_at	29954.0	33297.0
1558481_s_at	42947.0	33297.0
1558483_at	30672.0	33297.0
1558484_s_at	40371.0	33297.0
1558486_at	34600.0	33297.0
1558487_a_at	53670.0	33297.0
1558489_at	42145.0	33297.0
1558493_at	32447.0	33297.0
1558494_at	21951.0	33297.0
1558496_at	31314.0	33297.0
1558497_a_at	4422.0	33297.0
1558501_at	24942.0	33297.0
1558502_s_at	15777.0	33297.0
1558504_at	8907.0	33297.0
1558507_at	30321.0	33297.0
1558508_a_at	4495.0	33297.0
1558511_s_at	49294.0	33297.0
1558512_at	26618.0	33297.0
1558515_at	36830.0	33297.0
1558517_s_at	1898.0	33297.0
1558518_at	33637.0	33297.0
1558519_at	31284.0	33297.0
1558522_at	53151.0	33297.0
1558523_at	38323.0	33297.0
1558525_at	24112.0	33297.0
1558527_at	9434.0	33297.0
1558529_s_at	18156.0	33297.0
1558530_at	14459.0	33297.0
1558532_at	31003.0	33297.0
1558533_at	37769.0	33297.0
1558534_at	31688.0	33297.0
1558537_x_at	43981.0	33297.0
1558540_s_at	38773.0	33297.0
1558541_at	39960.0	33297.0
1558544_at	48001.0	33297.0
1558546_at	43857.0	33297.0
1558549_s_at	3711.0	33297.0
1558552_s_at	8107.0	33297.0
1558553_at	40513.0	33297.0
1558556_at	38732.0	33297.0
1558557_at	26525.0	33297.0
1558560_s_at	44598.0	33297.0
1558561_at	34590.0	33297.0
1558565_at	47339.0	33297.0
1558568_a_at	39961.0	33297.0
1558569_at	8524.0	33297.0
1558570_at	5445.0	33297.0
1558571_at	23154.0	33297.0
1558573_at	33008.0	33297.0
1558574_at	36504.0	33297.0
1558577_at	32276.0	33297.0
1558578_a_at	47795.0	33297.0
1558579_at	22332.0	33297.0
1558581_at	32653.0	33297.0
1558584_at	36756.0	33297.0
1558586_at	17581.0	33297.0
1558587_at	10610.0	33297.0
1558588_at	20085.0	33297.0
1558589_at	36466.0	33297.0
1558590_at	30713.0	33297.0
1558592_at	25427.0	33297.0
1558594_at	23852.0	33297.0
1558595_at	34460.0	33297.0
1558599_at	15713.0	33297.0
1558600_a_at	51518.0	33297.0
1558601_at	15269.0	33297.0
1558602_a_at	41329.0	33297.0
1558603_at	11066.0	33297.0
1558604_a_at	53569.0	33297.0
1558605_at	37701.0	33297.0
1558606_s_at	42839.0	33297.0
1558607_at	34183.0	33297.0
1558608_a_at	39352.0	33297.0
1558611_at	43846.0	33297.0
1558612_a_at	35819.0	33297.0
1558613_at	12439.0	33297.0
1558619_at	41778.0	33297.0
1558620_at	43360.0	33297.0
1558621_at	47277.0	33297.0
1558622_a_at	29862.0	33297.0
1558623_at	31211.0	33297.0
1558624_at	30385.0	33297.0
1558626_at	44437.0	33297.0
1558628_at	26224.0	33297.0
1558630_at	21063.0	33297.0
1558631_at	46288.0	33297.0
1558636_s_at	43648.0	33297.0
1558640_a_at	19962.0	33297.0
1558641_at	14688.0	33297.0
1558643_s_at	49659.0	33297.0
1558645_at	18569.0	33297.0
1558647_at	44552.0	33297.0
1558648_at	5910.0	33297.0
1558649_at	6999.0	33297.0
1558651_at	18760.0	33297.0
1558652_at	26997.0	33297.0
1558653_at	29621.0	33297.0
1558654_at	16307.0	33297.0
1558658_at	14398.0	33297.0
1558660_at	35585.0	33297.0
1558661_at	51104.0	33297.0
1558662_s_at	7616.0	33297.0
1558666_at	50548.0	33297.0
1558667_at	24203.0	33297.0
1558668_s_at	24688.0	33297.0
1558670_at	41577.0	33297.0
1558672_at	28863.0	33297.0
1558673_s_at	20343.0	33297.0
1558675_s_at	49196.0	33297.0
1558678_s_at	13365.0	33297.0
1558679_at	21056.0	33297.0
1558680_s_at	49573.0	33297.0
1558682_at	15754.0	33297.0
1558683_a_at	44197.0	33297.0
1558685_a_at	1993.0	33297.0
1558686_at	51942.0	33297.0
1558687_a_at	33832.0	33297.0
1558688_at	9680.0	33297.0
1558689_a_at	23208.0	33297.0
1558691_a_at	1867.0	33297.0
1558692_at	35473.0	33297.0
1558693_s_at	834.0	33297.0
1558695_at	31539.0	33297.0
1558697_a_at	18184.0	33297.0
1558698_at	14480.0	33297.0
1558699_a_at	44361.0	33297.0
1558700_s_at	31509.0	33297.0
1558702_at	30806.0	33297.0
1558703_at	25502.0	33297.0
1558705_at	32176.0	33297.0
1558706_a_at	52851.0	33297.0
1558708_at	40315.0	33297.0
1558710_at	11888.0	33297.0
1558711_at	7173.0	33297.0
1558712_at	11429.0	33297.0
1558714_at	32756.0	33297.0
1558719_s_at	34999.0	33297.0
1558720_at	31777.0	33297.0
1558722_at	46877.0	33297.0
1558723_at	51407.0	33297.0
1558724_at	35397.0	33297.0
1558725_at	9349.0	33297.0
1558727_at	16576.0	33297.0
1558728_at	37261.0	33297.0
1558732_at	13005.0	33297.0
1558733_at	33957.0	33297.0
1558738_at	46661.0	33297.0
1558739_at	28460.0	33297.0
1558740_s_at	8562.0	33297.0
1558742_at	1492.0	33297.0
1558743_at	38890.0	33297.0
1558745_at	5942.0	33297.0
1558747_at	7451.0	33297.0
1558748_at	41058.0	33297.0
1558750_a_at	25434.0	33297.0
1558754_at	33849.0	33297.0
1558755_x_at	30985.0	33297.0
1558756_at	48320.0	33297.0
1558757_at	29296.0	33297.0
1558758_s_at	30626.0	33297.0
1558759_s_at	41499.0	33297.0
1558760_at	21660.0	33297.0
1558761_a_at	28357.0	33297.0
1558762_a_at	47015.0	33297.0
1558764_at	11866.0	33297.0
1558765_a_at	39925.0	33297.0
1558766_at	8221.0	33297.0
1558768_at	43971.0	33297.0
1558769_s_at	29133.0	33297.0
1558770_a_at	1914.0	33297.0
1558773_s_at	25347.0	33297.0
1558775_s_at	48759.0	33297.0
1558777_at	5387.0	33297.0
1558778_s_at	1375.0	33297.0
1558779_at	29558.0	33297.0
1558780_a_at	49688.0	33297.0
1558782_a_at	14741.0	33297.0
1558783_at	3143.0	33297.0
1558784_at	18143.0	33297.0
1558785_a_at	41107.0	33297.0
1558786_at	18535.0	33297.0
1558787_a_at	13046.0	33297.0
1558790_s_at	43051.0	33297.0
1558791_at	32450.0	33297.0
1558792_x_at	37835.0	33297.0
1558793_at	35166.0	33297.0
1558794_at	41636.0	33297.0
1558795_at	51461.0	33297.0
1558796_a_at	45682.0	33297.0
1558797_at	41172.0	33297.0
1558801_at	41410.0	33297.0
1558802_at	49021.0	33297.0
1558803_at	48420.0	33297.0
1558804_at	3259.0	33297.0
1558806_at	21230.0	33297.0
1558807_at	29567.0	33297.0
