feature_id	meta_logFC	meta_se	meta_z	meta_p	tau2	I2	k	fdr	n	pos	neg	sign_concordance
1557584_at							1		1	0	1	1
1557585_at							1		1	1	0	1
1557586_s_at							1		1	1	0	1
1557588_at							1		1	0	1	1
1557589_a_at							1		1	1	0	1
1557590_at							1		1	0	1	1
1557591_at							1		1	1	0	1
1557593_at							1		1	1	0	1
1557595_at							1		1	0	1	1
1557597_at							1		1	1	0	1
1557598_at							1		1	0	1	1
1557599_a_at							1		1	0	1	1
1557601_s_at							1		1	0	1	1
1557602_at							1		1	1	0	1
1557604_at							1		1	1	0	1
1557605_a_at							1		1	1	0	1
1557606_at							1		1	1	0	1
1557607_at							1		1	0	1	1
1557608_a_at							1		1	0	1	1
1557609_s_at							1		1	0	1	1
1557610_at							1		1	0	1	1
1557611_at							1		1	0	1	1
1557613_at							1		1	1	0	1
1557615_a_at							1		1	0	1	1
1557616_at							1		1	0	1	1
1557617_at							1		1	0	1	1
1557618_at							1		1	0	1	1
1557620_a_at							1		1	1	0	1
1557621_at							1		1	1	0	1
1557623_at							1		1	0	1	1
1557624_at							1		1	0	1	1
1557626_at							1		1	1	0	1
1557627_at							1		1	1	0	1
1557628_s_at							1		1	0	1	1
1557630_s_at							1		1	0	1	1
1557631_at							1		1	1	0	1
1557632_at							1		1	1	0	1
1557633_at							1		1	0	1	1
1557636_a_at							1		1	0	1	1
1557637_at							1		1	1	0	1
1557638_at							1		1	1	0	1
1557639_at							1		1	0	1	1
1557641_at							1		1	1	0	1
1557642_at							1		1	1	0	1
1557644_at							1		1	1	0	1
1557645_at							1		1	0	1	1
1557646_at							1		1	1	0	1
1557647_a_at							1		1	0	1	1
1557649_at							1		1	1	0	1
1557651_x_at							1		1	1	0	1
1557652_a_at							1		1	0	1	1
1557656_at							1		1	0	1	1
1557657_a_at							1		1	0	1	1
1557658_at							1		1	1	0	1
1557659_a_at							1		1	1	0	1
1557660_s_at							1		1	0	1	1
1557661_at							1		1	1	0	1
1557664_at							1		1	0	1	1
1557665_at							1		1	0	1	1
1557666_s_at							1		1	0	1	1
1557667_at							1		1	0	1	1
1557669_at							1		1	0	1	1
1557672_s_at							1		1	1	0	1
1557673_at							1		1	0	1	1
1557674_s_at							1		1	0	1	1
1557675_at							1		1	0	1	1
1557676_at							1		1	1	0	1
1557677_a_at							1		1	1	0	1
1557679_at							1		1	0	1	1
1557680_at							1		1	0	1	1
1557681_s_at							1		1	0	1	1
1557682_a_at							1		1	1	0	1
1557683_at							1		1	1	0	1
1557684_at							1		1	0	1	1
1557685_at							1		1	1	0	1
1557688_at							1		1	1	0	1
1557689_at							1		1	0	1	1
1557690_x_at							1		1	1	0	1
1557692_a_at							1		1	0	1	1
1557693_at							1		1	0	1	1
1557697_at							1		1	1	0	1
1557698_at							1		1	1	0	1
1557699_x_at							1		1	1	0	1
1557700_at							1		1	0	1	1
1557701_s_at							1		1	0	1	1
1557702_at							1		1	1	0	1
1557703_at							1		1	1	0	1
1557704_a_at							1		1	1	0	1
1557705_a_at							1		1	0	1	1
1557706_at							1		1	0	1	1
1557707_at							1		1	1	0	1
1557709_at							1		1	0	1	1
1557710_at							1		1	1	0	1
1557712_x_at							1		1	1	0	1
1557713_at							1		1	1	0	1
1557714_at							1		1	0	1	1
1557717_at							1		1	1	0	1
1557718_at							1		1	1	0	1
1557719_at							1		1	1	0	1
1557720_s_at							1		1	1	0	1
1557721_at							1		1	0	1	1
1557723_at							1		1	0	1	1
1557724_a_at							1		1	0	1	1
1557726_at							1		1	1	0	1
1557727_at							1		1	0	1	1
1557729_at							1		1	0	1	1
1557731_at							1		1	1	0	1
1557733_a_at							1		1	0	1	1
1557734_s_at							1		1	0	1	1
1557735_at							1		1	0	1	1
1557736_at							1		1	0	1	1
1557737_s_at							1		1	0	1	1
1557738_at							1		1	0	1	1
1557739_at							1		1	1	0	1
1557740_a_at							1		1	0	1	1
1557741_at							1		1	1	0	1
1557742_a_at							1		1	0	1	1
1557744_at							1		1	0	1	1
1557745_at							1		1	0	1	1
1557746_at							1		1	1	0	1
1557749_at							1		1	0	1	1
1557751_at							1		1	1	0	1
1557753_at							1		1	1	0	1
1557754_at							1		1	1	0	1
1557755_at							1		1	1	0	1
1557756_a_at							1		1	1	0	1
1557757_at							1		1	0	1	1
1557758_at							1		1	0	1	1
1557759_at							1		1	1	0	1
1557761_s_at							1		1	1	0	1
1557762_at							1		1	1	0	1
1557763_at							1		1	1	0	1
1557765_at							1		1	0	1	1
1557767_at							1		1	0	1	1
1557768_at							1		1	1	0	1
1557769_at							1		1	1	0	1
1557770_at							1		1	1	0	1
1557771_at							1		1	0	1	1
1557772_at							1		1	1	0	1
1557774_at							1		1	0	1	1
1557775_a_at							1		1	1	0	1
1557776_at							1		1	0	1	1
1557777_at							1		1	0	1	1
1557778_at							1		1	0	1	1
1557779_at							1		1	0	1	1
1557780_at							1		1	0	1	1
1557782_s_at							1		1	0	1	1
1557783_at							1		1	0	1	1
1557786_s_at							1		1	0	1	1
1557787_at							1		1	1	0	1
1557788_a_at							1		1	1	0	1
1557789_at							1		1	1	0	1
1557790_at							1		1	1	0	1
1557791_at							1		1	0	1	1
1557793_at							1		1	0	1	1
1557795_s_at							1		1	0	1	1
1557796_at							1		1	0	1	1
1557797_a_at							1		1	1	0	1
1557798_at							1		1	0	1	1
1557799_at							1		1	1	0	1
1557801_x_at							1		1	0	1	1
1557802_at							1		1	1	0	1
1557803_at							1		1	1	0	1
1557804_at							1		1	1	0	1
1557805_at							1		1	0	1	1
1557807_a_at							1		1	0	1	1
1557809_a_at							1		1	1	0	1
1557810_at							1		1	0	1	1
1557811_a_at							1		1	0	1	1
1557812_a_at							1		1	0	1	1
1557813_at							1		1	1	0	1
1557814_a_at							1		1	1	0	1
1557816_a_at							1		1	0	1	1
1557817_a_at							1		1	1	0	1
1557818_x_at							1		1	0	1	1
1557820_at							1		1	1	0	1
1557821_at							1		1	1	0	1
1557822_at							1		1	1	0	1
1557823_s_at							1		1	0	1	1
1557825_at							1		1	0	1	1
1557826_at							1		1	0	1	1
1557827_at							1		1	0	1	1
1557828_a_at							1		1	0	1	1
1557829_at							1		1	1	0	1
1557830_at							1		1	1	0	1
1557832_at							1		1	0	1	1
1557833_at							1		1	1	0	1
1557835_at							1		1	1	0	1
1557836_at							1		1	0	1	1
1557837_a_at							1		1	1	0	1
1557838_at							1		1	1	0	1
1557840_at							1		1	1	0	1
1557841_at							1		1	1	0	1
1557842_at							1		1	1	0	1
1557843_at							1		1	1	0	1
1557845_at							1		1	0	1	1
1557848_at							1		1	0	1	1
1557849_at							1		1	1	0	1
1557850_at							1		1	0	1	1
1557852_at							1		1	0	1	1
1557856_at							1		1	1	0	1
1557857_a_at							1		1	0	1	1
1557861_at							1		1	1	0	1
1557862_at							1		1	0	1	1
1557863_at							1		1	1	0	1
1557864_x_at							1		1	1	0	1
1557865_at							1		1	1	0	1
1557866_at							1		1	1	0	1
1557867_s_at							1		1	1	0	1
1557869_at							1		1	0	1	1
1557871_at							1		1	0	1	1
1557873_at							1		1	1	0	1
1557874_at							1		1	1	0	1
1557875_at							1		1	0	1	1
1557876_at							1		1	1	0	1
1557877_s_at							1		1	1	0	1
1557878_at							1		1	1	0	1
1557879_at							1		1	1	0	1
1557880_at							1		1	0	1	1
1557881_at							1		1	1	0	1
1557882_at							1		1	1	0	1
1557883_a_at							1		1	1	0	1
1557885_at							1		1	0	1	1
1557886_at							1		1	0	1	1
1557888_at							1		1	0	1	1
1557889_at							1		1	1	0	1
1557890_at							1		1	1	0	1
1557891_s_at							1		1	0	1	1
1557892_at							1		1	1	0	1
1557893_a_at							1		1	0	1	1
1557895_at							1		1	1	0	1
1557896_at							1		1	0	1	1
1557897_at							1		1	1	0	1
1557898_at							1		1	0	1	1
1557900_at							1		1	1	0	1
1557905_s_at							1		1	0	1	1
1557906_at							1		1	1	0	1
1557907_x_at							1		1	1	0	1
1557908_at							1		1	0	1	1
1557910_at							1		1	0	1	1
1557914_s_at							1		1	1	0	1
1557915_s_at							1		1	1	0	1
1557918_s_at							1		1	0	1	1
1557919_a_at							1		1	0	1	1
1557921_s_at							1		1	0	1	1
1557924_s_at							1		1	1	0	1
1557938_s_at							1		1	0	1	1
1557943_at							1		1	0	1	1
1557944_s_at							1		1	0	1	1
1557945_at							1		1	1	0	1
1557948_at							1		1	0	1	1
1557950_at							1		1	0	1	1
1557953_at							1		1	0	1	1
1557954_at							1		1	0	1	1
1557961_s_at							1		1	0	1	1
1557963_at							1		1	0	1	1
1557964_at							1		1	0	1	1
1557965_at							1		1	0	1	1
1557966_x_at							1		1	0	1	1
1557970_s_at							1		1	1	0	1
1557981_at							1		1	1	0	1
1557984_s_at							1		1	0	1	1
1557985_s_at							1		1	1	0	1
1557986_s_at							1		1	1	0	1
1557987_at							1		1	1	0	1
1557991_at							1		1	0	1	1
1557993_at							1		1	0	1	1
1557994_at							1		1	1	0	1
1557996_at							1		1	1	0	1
1557998_at							1		1	1	0	1
1558000_at							1		1	0	1	1
1558001_s_at							1		1	0	1	1
1558002_at							1		1	1	0	1
1558007_s_at							1		1	0	1	1
1558009_at							1		1	1	0	1
1558010_s_at							1		1	1	0	1
1558011_at							1		1	1	0	1
1558014_s_at							1		1	0	1	1
1558015_s_at							1		1	0	1	1
1558017_s_at							1		1	1	0	1
1558019_at							1		1	0	1	1
1558020_at							1		1	0	1	1
1558021_at							1		1	0	1	1
1558027_s_at							1		1	0	1	1
1558028_x_at							1		1	0	1	1
1558034_s_at							1		1	1	0	1
1558041_a_at							1		1	1	0	1
1558044_s_at							1		1	0	1	1
1558045_a_at							1		1	0	1	1
1558046_x_at							1		1	0	1	1
1558048_x_at							1		1	0	1	1
1558050_at							1		1	1	0	1
1558052_at							1		1	1	0	1
1558053_s_at							1		1	1	0	1
1558062_at							1		1	0	1	1
1558066_s_at							1		1	0	1	1
1558075_at							1		1	0	1	1
1558076_at							1		1	1	0	1
1558077_s_at							1		1	1	0	1
1558078_at							1		1	1	0	1
1558080_s_at							1		1	0	1	1
1558081_at							1		1	1	0	1
1558082_at							1		1	1	0	1
1558088_a_at							1		1	0	1	1
1558093_s_at							1		1	0	1	1
1558094_s_at							1		1	0	1	1
1558097_at							1		1	1	0	1
1558101_at							1		1	0	1	1
1558102_at							1		1	0	1	1
1558103_a_at							1		1	0	1	1
1558105_a_at							1		1	0	1	1
1558107_at							1		1	1	0	1
1558109_x_at							1		1	1	0	1
1558111_at							1		1	1	0	1
1558113_at							1		1	0	1	1
1558115_at							1		1	0	1	1
1558116_x_at							1		1	0	1	1
1558117_s_at							1		1	0	1	1
1558118_at							1		1	1	0	1
1558119_at							1		1	0	1	1
1558120_at							1		1	1	0	1
1558121_at							1		1	1	0	1
1558122_s_at							1		1	1	0	1
1558123_at							1		1	1	0	1
1558124_at							1		1	0	1	1
1558128_at							1		1	1	0	1
1558135_at							1		1	1	0	1
1558136_s_at							1		1	0	1	1
1558139_at							1		1	1	0	1
1558140_at							1		1	0	1	1
1558142_at							1		1	0	1	1
1558143_a_at							1		1	1	0	1
1558144_at							1		1	0	1	1
1558147_a_at							1		1	1	0	1
1558148_x_at							1		1	1	0	1
1558152_at							1		1	1	0	1
1558154_at							1		1	1	0	1
1558160_at							1		1	1	0	1
1558163_at							1		1	0	1	1
1558164_s_at							1		1	0	1	1
1558166_at							1		1	1	0	1
1558167_a_at							1		1	0	1	1
1558168_at							1		1	0	1	1
1558170_at							1		1	1	0	1
1558173_a_at							1		1	1	0	1
1558174_at							1		1	1	0	1
1558176_at							1		1	1	0	1
1558177_at							1		1	0	1	1
1558179_at							1		1	0	1	1
1558181_at							1		1	0	1	1
1558183_at							1		1	1	0	1
1558184_s_at							1		1	0	1	1
1558185_at							1		1	1	0	1
1558186_s_at							1		1	1	0	1
1558189_a_at							1		1	0	1	1
1558193_at							1		1	0	1	1
1558195_at							1		1	0	1	1
1558199_at							1		1	0	1	1
1558201_s_at							1		1	0	1	1
1558202_at							1		1	0	1	1
1558208_at							1		1	0	1	1
1558210_at							1		1	0	1	1
1558211_s_at							1		1	0	1	1
1558212_at							1		1	0	1	1
1558214_s_at							1		1	0	1	1
1558215_s_at							1		1	0	1	1
1558216_at							1		1	0	1	1
1558217_at							1		1	0	1	1
1558220_at							1		1	1	0	1
1558225_at							1		1	0	1	1
1558226_a_at							1		1	0	1	1
1558230_at							1		1	0	1	1
1558233_s_at							1		1	0	1	1
1558234_at							1		1	0	1	1
1558236_at							1		1	1	0	1
1558237_x_at							1		1	0	1	1
1558238_at							1		1	0	1	1
1558247_s_at							1		1	0	1	1
1558248_at							1		1	1	0	1
1558249_s_at							1		1	0	1	1
1558250_s_at							1		1	1	0	1
1558251_a_at							1		1	0	1	1
1558253_x_at							1		1	0	1	1
1558254_s_at							1		1	0	1	1
1558256_at							1		1	0	1	1
1558262_at							1		1	1	0	1
1558273_a_at							1		1	0	1	1
1558275_at							1		1	1	0	1
1558277_at							1		1	1	0	1
1558279_a_at							1		1	0	1	1
1558280_s_at							1		1	1	0	1
1558281_a_at							1		1	1	0	1
1558289_at							1		1	0	1	1
1558290_a_at							1		1	1	0	1
1558292_s_at							1		1	1	0	1
1558293_at							1		1	0	1	1
1558295_a_at							1		1	0	1	1
1558299_at							1		1	1	0	1
1558300_at							1		1	0	1	1
1558301_a_at							1		1	0	1	1
1558304_s_at							1		1	1	0	1
1558305_at							1		1	0	1	1
1558306_at							1		1	0	1	1
1558308_at							1		1	0	1	1
1558310_s_at							1		1	0	1	1
1558315_s_at							1		1	0	1	1
1558320_at							1		1	1	0	1
1558322_a_at							1		1	1	0	1
1558323_at							1		1	1	0	1
1558324_a_at							1		1	1	0	1
1558327_at							1		1	1	0	1
1558329_at							1		1	0	1	1
1558330_x_at							1		1	1	0	1
1558331_at							1		1	0	1	1
1558333_at							1		1	0	1	1
1558334_a_at							1		1	0	1	1
1558336_at							1		1	1	0	1
1558337_at							1		1	1	0	1
1558338_at							1		1	1	0	1
1558340_at							1		1	0	1	1
1558342_x_at							1		1	1	0	1
1558343_at							1		1	0	1	1
1558345_a_at							1		1	0	1	1
1558346_at							1		1	1	0	1
1558348_at							1		1	0	1	1
1558354_s_at							1		1	1	0	1
1558356_at							1		1	0	1	1
1558365_at							1		1	0	1	1
1558368_s_at							1		1	0	1	1
1558369_at							1		1	1	0	1
1558371_a_at							1		1	0	1	1
1558372_at							1		1	0	1	1
1558373_s_at							1		1	0	1	1
1558375_at							1		1	1	0	1
1558378_a_at							1		1	1	0	1
1558381_a_at							1		1	0	1	1
1558383_at							1		1	0	1	1
1558385_at							1		1	0	1	1
1558387_at							1		1	0	1	1
1558388_a_at							1		1	0	1	1
1558390_at							1		1	0	1	1
1558391_s_at							1		1	1	0	1
1558392_at							1		1	0	1	1
1558393_at							1		1	0	1	1
1558394_s_at							1		1	0	1	1
1558397_at							1		1	1	0	1
1558398_at							1		1	0	1	1
1558400_x_at							1		1	1	0	1
1558401_at							1		1	0	1	1
1558402_at							1		1	1	0	1
1558404_at							1		1	1	0	1
1558406_a_at							1		1	1	0	1
1558407_at							1		1	0	1	1
1558409_at							1		1	0	1	1
1558410_s_at							1		1	1	0	1
1558411_at							1		1	0	1	1
1558412_at							1		1	0	1	1
1558414_at							1		1	0	1	1
1558418_at							1		1	1	0	1
1558420_at							1		1	0	1	1
1558421_a_at							1		1	0	1	1
1558423_at							1		1	1	0	1
1558425_x_at							1		1	0	1	1
1558426_x_at							1		1	1	0	1
1558428_at							1		1	1	0	1
1558430_at							1		1	0	1	1
1558431_at							1		1	1	0	1
1558436_a_at							1		1	0	1	1
1558437_at							1		1	1	0	1
1558438_a_at							1		1	1	0	1
1558440_at							1		1	1	0	1
1558444_at							1		1	1	0	1
1558445_at							1		1	0	1	1
1558447_at							1		1	0	1	1
1558448_a_at							1		1	0	1	1
1558449_at							1		1	0	1	1
1558450_at							1		1	1	0	1
1558451_at							1		1	0	1	1
1558452_at							1		1	0	1	1
1558458_at							1		1	0	1	1
1558459_s_at							1		1	0	1	1
1558460_at							1		1	0	1	1
1558463_s_at							1		1	0	1	1
1558466_at							1		1	0	1	1
1558467_a_at							1		1	1	0	1
1558469_at							1		1	0	1	1
1558470_at							1		1	1	0	1
1558473_at							1		1	0	1	1
1558474_at							1		1	0	1	1
1558475_at							1		1	1	0	1
1558476_at							1		1	0	1	1
1558477_at							1		1	0	1	1
1558480_at							1		1	0	1	1
1558481_s_at							1		1	0	1	1
1558483_at							1		1	0	1	1
1558484_s_at							1		1	0	1	1
1558486_at							1		1	0	1	1
1558487_a_at							1		1	0	1	1
1558489_at							1		1	0	1	1
1558493_at							1		1	0	1	1
1558494_at							1		1	1	0	1
1558496_at							1		1	0	1	1
1558497_a_at							1		1	1	0	1
1558501_at							1		1	1	0	1
1558502_s_at							1		1	1	0	1
1558504_at							1		1	1	0	1
1558507_at							1		1	0	1	1
1558508_a_at							1		1	1	0	1
1558511_s_at							1		1	0	1	1
1558512_at							1		1	1	0	1
1558515_at							1		1	0	1	1
1558517_s_at							1		1	1	0	1
1558518_at							1		1	0	1	1
1558519_at							1		1	0	1	1
1558522_at							1		1	0	1	1
1558523_at							1		1	0	1	1
1558525_at							1		1	1	0	1
1558527_at							1		1	1	0	1
1558529_s_at							1		1	1	0	1
1558530_at							1		1	1	0	1
1558532_at							1		1	0	1	1
1558533_at							1		1	0	1	1
1558534_at							1		1	0	1	1
1558537_x_at							1		1	0	1	1
1558540_s_at							1		1	0	1	1
1558541_at							1		1	0	1	1
1558544_at							1		1	0	1	1
1558546_at							1		1	0	1	1
1558549_s_at							1		1	1	0	1
1558552_s_at							1		1	1	0	1
1558553_at							1		1	0	1	1
1558556_at							1		1	0	1	1
1558557_at							1		1	1	0	1
1558560_s_at							1		1	0	1	1
1558561_at							1		1	0	1	1
1558565_at							1		1	0	1	1
1558568_a_at							1		1	0	1	1
1558569_at							1		1	1	0	1
1558570_at							1		1	1	0	1
1558571_at							1		1	1	0	1
1558573_at							1		1	0	1	1
1558574_at							1		1	0	1	1
1558577_at							1		1	0	1	1
1558578_a_at							1		1	0	1	1
1558579_at							1		1	1	0	1
1558581_at							1		1	0	1	1
1558584_at							1		1	0	1	1
1558586_at							1		1	1	0	1
1558587_at							1		1	1	0	1
1558588_at							1		1	1	0	1
1558589_at							1		1	0	1	1
1558590_at							1		1	0	1	1
1558592_at							1		1	1	0	1
1558594_at							1		1	1	0	1
1558595_at							1		1	0	1	1
1558599_at							1		1	1	0	1
1558600_a_at							1		1	0	1	1
1558601_at							1		1	1	0	1
1558602_a_at							1		1	0	1	1
1558603_at							1		1	1	0	1
1558604_a_at							1		1	0	1	1
1558605_at							1		1	0	1	1
1558606_s_at							1		1	0	1	1
1558607_at							1		1	0	1	1
1558608_a_at							1		1	0	1	1
1558611_at							1		1	0	1	1
1558612_a_at							1		1	0	1	1
1558613_at							1		1	1	0	1
1558619_at							1		1	0	1	1
1558620_at							1		1	0	1	1
1558621_at							1		1	0	1	1
1558622_a_at							1		1	0	1	1
1558623_at							1		1	0	1	1
1558624_at							1		1	0	1	1
1558626_at							1		1	0	1	1
1558628_at							1		1	1	0	1
1558630_at							1		1	1	0	1
1558631_at							1		1	0	1	1
1558636_s_at							1		1	0	1	1
1558640_a_at							1		1	1	0	1
1558641_at							1		1	1	0	1
1558643_s_at							1		1	0	1	1
1558645_at							1		1	1	0	1
1558647_at							1		1	0	1	1
1558648_at							1		1	1	0	1
1558649_at							1		1	1	0	1
1558651_at							1		1	1	0	1
1558652_at							1		1	1	0	1
1558653_at							1		1	0	1	1
1558654_at							1		1	1	0	1
1558658_at							1		1	1	0	1
1558660_at							1		1	0	1	1
1558661_at							1		1	0	1	1
1558662_s_at							1		1	1	0	1
1558666_at							1		1	0	1	1
1558667_at							1		1	1	0	1
1558668_s_at							1		1	1	0	1
1558670_at							1		1	0	1	1
1558672_at							1		1	0	1	1
1558673_s_at							1		1	1	0	1
1558675_s_at							1		1	0	1	1
1558678_s_at							1		1	1	0	1
1558679_at							1		1	1	0	1
1558680_s_at							1		1	0	1	1
1558682_at							1		1	1	0	1
1558683_a_at							1		1	0	1	1
1558685_a_at							1		1	1	0	1
1558686_at							1		1	0	1	1
1558687_a_at							1		1	0	1	1
1558688_at							1		1	1	0	1
1558689_a_at							1		1	1	0	1
1558691_a_at							1		1	1	0	1
1558692_at							1		1	0	1	1
1558693_s_at							1		1	1	0	1
1558695_at							1		1	0	1	1
1558697_a_at							1		1	1	0	1
1558698_at							1		1	1	0	1
1558699_a_at							1		1	0	1	1
1558700_s_at							1		1	0	1	1
1558702_at							1		1	0	1	1
1558703_at							1		1	1	0	1
1558705_at							1		1	0	1	1
1558706_a_at							1		1	0	1	1
1558708_at							1		1	0	1	1
1558710_at							1		1	1	0	1
1558711_at							1		1	1	0	1
1558712_at							1		1	1	0	1
1558714_at							1		1	0	1	1
1558719_s_at							1		1	0	1	1
1558720_at							1		1	0	1	1
1558722_at							1		1	0	1	1
1558723_at							1		1	0	1	1
1558724_at							1		1	0	1	1
1558725_at							1		1	1	0	1
1558727_at							1		1	1	0	1
1558728_at							1		1	0	1	1
1558732_at							1		1	1	0	1
1558733_at							1		1	0	1	1
1558738_at							1		1	0	1	1
1558739_at							1		1	0	1	1
1558740_s_at							1		1	1	0	1
1558742_at							1		1	1	0	1
1558743_at							1		1	0	1	1
1558745_at							1		1	1	0	1
1558747_at							1		1	1	0	1
1558748_at							1		1	0	1	1
1558750_a_at							1		1	1	0	1
1558754_at							1		1	0	1	1
1558755_x_at							1		1	0	1	1
1558756_at							1		1	0	1	1
1558757_at							1		1	0	1	1
1558758_s_at							1		1	0	1	1
1558759_s_at							1		1	0	1	1
1558760_at							1		1	1	0	1
1558761_a_at							1		1	0	1	1
1558762_a_at							1		1	0	1	1
1558764_at							1		1	1	0	1
1558765_a_at							1		1	0	1	1
1558766_at							1		1	1	0	1
1558768_at							1		1	0	1	1
1558769_s_at							1		1	0	1	1
1558770_a_at							1		1	1	0	1
1558773_s_at							1		1	1	0	1
1558775_s_at							1		1	0	1	1
1558777_at							1		1	1	0	1
1558778_s_at							1		1	1	0	1
1558779_at							1		1	0	1	1
1558780_a_at							1		1	0	1	1
1558782_a_at							1		1	1	0	1
1558783_at							1		1	1	0	1
1558784_at							1		1	1	0	1
1558785_a_at							1		1	0	1	1
1558786_at							1		1	1	0	1
1558787_a_at							1		1	1	0	1
1558790_s_at							1		1	0	1	1
1558791_at							1		1	0	1	1
1558792_x_at							1		1	0	1	1
1558793_at							1		1	0	1	1
1558794_at							1		1	0	1	1
1558795_at							1		1	0	1	1
1558796_a_at							1		1	0	1	1
1558797_at							1		1	0	1	1
1558801_at							1		1	0	1	1
1558802_at							1		1	0	1	1
1558803_at							1		1	0	1	1
1558804_at							1		1	1	0	1
1558806_at							1		1	1	0	1
1558807_at							1		1	0	1	1
1558809_s_at							1		1	0	1	1
1558813_at							1		1	0	1	1
1558814_s_at							1		1	0	1	1
1558815_at							1		1	1	0	1
1558816_at							1		1	1	0	1
1558819_at							1		1	1	0	1
1558820_a_at							1		1	1	0	1
1558821_s_at							1		1	0	1	1
1558822_at							1		1	1	0	1
1558825_s_at							1		1	1	0	1
1558826_at							1		1	1	0	1
1558827_a_at							1		1	1	0	1
1558828_s_at							1		1	0	1	1
1558830_at							1		1	0	1	1
1558831_x_at							1		1	0	1	1
1558832_at							1		1	1	0	1
1558834_s_at							1		1	1	0	1
1558836_at							1		1	1	0	1
1558837_a_at							1		1	1	0	1
1558839_at							1		1	0	1	1
1558841_at							1		1	0	1	1
1558842_at							1		1	0	1	1
1558844_at							1		1	1	0	1
1558845_at							1		1	1	0	1
1558846_at							1		1	0	1	1
1558847_at							1		1	0	1	1
1558848_at							1		1	0	1	1
1558849_at							1		1	0	1	1
1558850_s_at							1		1	0	1	1
1558852_at							1		1	1	0	1
1558854_a_at							1		1	1	0	1
1558855_at							1		1	0	1	1
1558856_at							1		1	0	1	1
1558857_at							1		1	0	1	1
1558858_at							1		1	1	0	1
1558859_at							1		1	0	1	1
1558862_at							1		1	0	1	1
1558867_at							1		1	0	1	1
1558868_a_at							1		1	0	1	1
1558869_at							1		1	0	1	1
1558871_at							1		1	0	1	1
1558874_a_at							1		1	1	0	1
1558875_at							1		1	1	0	1
1558876_at							1		1	1	0	1
1558877_at							1		1	0	1	1
1558881_at							1		1	1	0	1
1558882_at							1		1	0	1	1
1558885_at							1		1	0	1	1
1558887_at							1		1	0	1	1
1558888_x_at							1		1	1	0	1
1558889_at							1		1	0	1	1
1558890_at							1		1	1	0	1
1558893_a_at							1		1	1	0	1
1558894_a_at							1		1	1	0	1
1558896_at							1		1	1	0	1
1558897_at							1		1	0	1	1
1558899_s_at							1		1	0	1	1
1558900_at							1		1	1	0	1
1558903_at							1		1	0	1	1
1558905_at							1		1	1	0	1
1558906_a_at							1		1	0	1	1
1558914_at							1		1	0	1	1
1558915_a_at							1		1	1	0	1
1558919_a_at							1		1	0	1	1
1558920_at							1		1	0	1	1
1558922_at							1		1	1	0	1
1558924_s_at							1		1	0	1	1
1558930_at							1		1	1	0	1
1558931_at							1		1	0	1	1
1558934_a_at							1		1	0	1	1
1558937_s_at							1		1	1	0	1
1558938_at							1		1	1	0	1
1558941_at							1		1	0	1	1
1558942_at							1		1	1	0	1
1558943_x_at							1		1	1	0	1
1558944_at							1		1	0	1	1
1558945_s_at							1		1	1	0	1
1558947_at							1		1	0	1	1
1558948_a_at							1		1	1	0	1
1558949_at							1		1	1	0	1
1558950_at							1		1	0	1	1
1558953_s_at							1		1	1	0	1
1558954_at							1		1	1	0	1
1558956_s_at							1		1	0	1	1
1558957_s_at							1		1	1	0	1
1558959_at							1		1	0	1	1
1558960_a_at							1		1	0	1	1
1558963_at							1		1	0	1	1
1558964_at							1		1	0	1	1
1558965_at							1		1	1	0	1
1558967_s_at							1		1	0	1	1
1558968_at							1		1	0	1	1
1558969_a_at							1		1	0	1	1
1558971_at							1		1	1	0	1
1558972_s_at							1		1	0	1	1
1558975_at							1		1	1	0	1
1558976_x_at							1		1	1	0	1
1558977_at							1		1	0	1	1
1558982_at							1		1	0	1	1
1558983_at							1		1	1	0	1
1558984_at							1		1	0	1	1
1558987_at							1		1	1	0	1
1558990_at							1		1	1	0	1
1558995_at							1		1	0	1	1
1558996_at							1		1	0	1	1
1558999_x_at							1		1	1	0	1
1559000_at							1		1	0	1	1
1559002_at							1		1	0	1	1
1559003_a_at							1		1	1	0	1
1559005_s_at							1		1	0	1	1
1559006_at							1		1	0	1	1
1559007_s_at							1		1	0	1	1
1559009_at							1		1	1	0	1
1559011_at							1		1	0	1	1
1559017_at							1		1	0	1	1
1559018_at							1		1	1	0	1
1559020_a_at							1		1	1	0	1
1559021_at							1		1	0	1	1
1559022_at							1		1	1	0	1
1559023_a_at							1		1	1	0	1
1559025_at							1		1	0	1	1
1559026_at							1		1	0	1	1
1559028_at							1		1	0	1	1
1559029_at							1		1	1	0	1
1559030_a_at							1		1	0	1	1
1559031_at							1		1	1	0	1
1559033_at							1		1	0	1	1
1559034_at							1		1	1	0	1
1559035_a_at							1		1	1	0	1
1559036_at							1		1	0	1	1
1559037_a_at							1		1	1	0	1
1559038_at							1		1	1	0	1
1559039_at							1		1	1	0	1
1559042_at							1		1	0	1	1
1559044_at							1		1	1	0	1
1559045_at							1		1	1	0	1
1559048_at							1		1	1	0	1
1559049_a_at							1		1	0	1	1
1559050_at							1		1	0	1	1
1559051_s_at							1		1	1	0	1
1559052_s_at							1		1	1	0	1
1559053_at							1		1	0	1	1
1559054_a_at							1		1	1	0	1
1559057_at							1		1	1	0	1
1559059_s_at							1		1	0	1	1
1559060_a_at							1		1	1	0	1
1559061_at							1		1	0	1	1
1559062_at							1		1	0	1	1
