feature_id	meta_logFC	meta_se	meta_z	meta_p	tau2	I2	k	fdr	n	pos	neg	sign_concordance
244781_x_at							1		1	1	0	1
244782_at							1		1	1	0	1
244783_at							1		1	0	1	1
244784_at							1		1	0	1	1
244785_at							1		1	1	0	1
244786_at							1		1	0	1	1
244787_at							1		1	0	1	1
244788_at							1		1	0	1	1
244789_at							1		1	1	0	1
244790_at							1		1	1	0	1
244791_at							1		1	1	0	1
244792_at							1		1	0	1	1
244793_at							1		1	1	0	1
244794_at							1		1	0	1	1
244795_at							1		1	0	1	1
244796_at							1		1	0	1	1
244797_at							1		1	1	0	1
244798_at							1		1	0	1	1
244799_s_at							1		1	0	1	1
244800_x_at							1		1	0	1	1
244801_at							1		1	1	0	1
244802_at							1		1	0	1	1
244803_at							1		1	0	1	1
244804_at							1		1	1	0	1
244805_at							1		1	0	1	1
244806_at							1		1	1	0	1
244807_at							1		1	0	1	1
244808_at							1		1	1	0	1
244809_at							1		1	1	0	1
244810_at							1		1	1	0	1
244811_at							1		1	0	1	1
244812_at							1		1	0	1	1
244813_at							1		1	1	0	1
244814_at							1		1	1	0	1
244815_at							1		1	1	0	1
244816_at							1		1	1	0	1
244817_at							1		1	1	0	1
244818_at							1		1	1	0	1
244819_x_at							1		1	0	1	1
244820_at							1		1	0	1	1
244821_at							1		1	0	1	1
244822_at							1		1	1	0	1
244823_at							1		1	0	1	1
244824_at							1		1	0	1	1
244825_at							1		1	1	0	1
244826_at							1		1	0	1	1
244827_at							1		1	0	1	1
244828_x_at							1		1	0	1	1
244829_at							1		1	1	0	1
244830_at							1		1	0	1	1
244831_at							1		1	1	0	1
244832_at							1		1	1	0	1
244833_at							1		1	0	1	1
244834_at							1		1	1	0	1
244835_at							1		1	0	1	1
244836_at							1		1	1	0	1
244837_at							1		1	1	0	1
244838_at							1		1	1	0	1
244839_at							1		1	0	1	1
244840_x_at							1		1	1	0	1
244841_at							1		1	0	1	1
244842_x_at							1		1	1	0	1
244843_x_at							1		1	1	0	1
244844_at							1		1	0	1	1
244845_at							1		1	1	0	1
244846_at							1		1	1	0	1
244847_at							1		1	0	1	1
244848_at							1		1	0	1	1
244849_at							1		1	1	0	1
244850_at							1		1	1	0	1
244851_at							1		1	1	0	1
244852_at							1		1	0	1	1
244853_at							1		1	1	0	1
244854_at							1		1	1	0	1
244855_at							1		1	0	1	1
244856_at							1		1	0	1	1
244857_at							1		1	1	0	1
244858_at							1		1	1	0	1
244859_at							1		1	0	1	1
244860_at							1		1	1	0	1
244861_at							1		1	1	0	1
244862_at							1		1	1	0	1
244863_at							1		1	1	0	1
244864_at							1		1	1	0	1
244865_at							1		1	1	0	1
244866_at							1		1	1	0	1
244867_at							1		1	1	0	1
244868_at							1		1	0	1	1
244869_at							1		1	1	0	1
244870_at							1		1	0	1	1
244871_s_at							1		1	1	0	1
244872_at							1		1	0	1	1
244873_s_at							1		1	0	1	1
244874_at							1		1	1	0	1
244875_at							1		1	1	0	1
244876_at							1		1	1	0	1
244877_at							1		1	1	0	1
244878_at							1		1	1	0	1
244879_at							1		1	0	1	1
244880_at							1		1	1	0	1
244881_at							1		1	1	0	1
244882_at							1		1	1	0	1
244883_at							1		1	1	0	1
244884_at							1		1	0	1	1
244885_at							1		1	1	0	1
244886_at							1		1	0	1	1
244887_at							1		1	1	0	1
244888_at							1		1	0	1	1
244889_at							1		1	1	0	1
244890_at							1		1	0	1	1
244891_x_at							1		1	1	0	1
266_s_at							1		1	1	0	1
31637_s_at							1		1	1	0	1
31799_at							1		1	0	1	1
31807_at							1		1	0	1	1
31826_at							1		1	1	0	1
31835_at							1		1	1	0	1
31837_at							1		1	1	0	1
31845_at							1		1	1	0	1
31846_at							1		1	0	1	1
31861_at							1		1	0	1	1
31874_at							1		1	1	0	1
32029_at							1		1	1	0	1
32032_at							1		1	0	1	1
32042_at							1		1	0	1	1
32062_at							1		1	0	1	1
32069_at							1		1	1	0	1
32088_at							1		1	0	1	1
32091_at							1		1	1	0	1
32094_at							1		1	0	1	1
32099_at							1		1	0	1	1
320_at							1		1	1	0	1
32128_at							1		1	1	0	1
32137_at							1		1	1	0	1
32209_at							1		1	0	1	1
32259_at							1		1	0	1	1
32402_s_at							1		1	1	0	1
32502_at							1		1	1	0	1
32540_at							1		1	0	1	1
32541_at							1		1	0	1	1
32625_at							1		1	0	1	1
32699_s_at							1		1	0	1	1
32723_at							1		1	0	1	1
32811_at							1		1	0	1	1
32836_at							1		1	0	1	1
32837_at							1		1	1	0	1
33132_at							1		1	1	0	1
33148_at							1		1	0	1	1
33197_at							1		1	1	0	1
33304_at							1		1	1	0	1
33307_at							1		1	1	0	1
33322_i_at							1		1	0	1	1
33323_r_at							1		1	0	1	1
33494_at							1		1	0	1	1
33579_i_at							1		1	1	0	1
33646_g_at							1		1	1	0	1
336_at							1		1	0	1	1
33736_at							1		1	0	1	1
33760_at							1		1	0	1	1
33767_at							1		1	1	0	1
33768_at							1		1	1	0	1
33778_at							1		1	1	0	1
33814_at							1		1	1	0	1
33850_at							1		1	0	1	1
34031_i_at							1		1	0	1	1
34063_at							1		1	0	1	1
34187_at							1		1	1	0	1
34206_at							1		1	1	0	1
34210_at							1		1	1	0	1
34221_at							1		1	1	0	1
34225_at							1		1	0	1	1
34260_at							1		1	0	1	1
34406_at							1		1	1	0	1
34408_at							1		1	1	0	1
34449_at							1		1	1	0	1
34471_at							1		1	0	1	1
34478_at							1		1	0	1	1
34689_at							1		1	1	0	1
34697_at							1		1	0	1	1
34726_at							1		1	1	0	1
34764_at							1		1	0	1	1
34846_at							1		1	0	1	1
34858_at							1		1	1	0	1
34868_at							1		1	1	0	1
35147_at							1		1	1	0	1
35148_at							1		1	0	1	1
35150_at							1		1	1	0	1
35156_at							1		1	0	1	1
35160_at							1		1	1	0	1
35179_at							1		1	0	1	1
35201_at							1		1	1	0	1
35254_at							1		1	1	0	1
35265_at							1		1	0	1	1
35436_at							1		1	1	0	1
35617_at							1		1	0	1	1
35626_at							1		1	1	0	1
35666_at							1		1	0	1	1
35671_at							1		1	1	0	1
35685_at							1		1	0	1	1
35776_at							1		1	0	1	1
35820_at							1		1	1	0	1
35846_at							1		1	0	1	1
35974_at							1		1	1	0	1
36004_at							1		1	1	0	1
36019_at							1		1	1	0	1
36030_at							1		1	0	1	1
36084_at							1		1	1	0	1
36129_at							1		1	0	1	1
36475_at							1		1	1	0	1
36499_at							1		1	0	1	1
36545_s_at							1		1	0	1	1
36552_at							1		1	0	1	1
36553_at							1		1	0	1	1
36554_at							1		1	0	1	1
36564_at							1		1	1	0	1
36566_at							1		1	1	0	1
36612_at							1		1	0	1	1
36711_at							1		1	0	1	1
36742_at							1		1	0	1	1
36829_at							1		1	1	0	1
36830_at							1		1	0	1	1
36865_at							1		1	0	1	1
36888_at							1		1	0	1	1
36907_at							1		1	0	1	1
36920_at							1		1	0	1	1
36936_at							1		1	0	1	1
36994_at							1		1	1	0	1
37004_at							1		1	1	0	1
37005_at							1		1	1	0	1
37012_at							1		1	1	0	1
37020_at							1		1	1	0	1
37022_at							1		1	0	1	1
37028_at							1		1	1	0	1
37079_at							1		1	0	1	1
37117_at							1		1	1	0	1
37145_at							1		1	1	0	1
37152_at							1		1	1	0	1
37170_at							1		1	1	0	1
37201_at							1		1	0	1	1
37226_at							1		1	1	0	1
37232_at							1		1	0	1	1
37254_at							1		1	0	1	1
37278_at							1		1	1	0	1
37384_at							1		1	1	0	1
37408_at							1		1	0	1	1
37424_at							1		1	0	1	1
37425_g_at							1		1	1	0	1
37433_at							1		1	0	1	1
37462_i_at							1		1	0	1	1
37512_at							1		1	1	0	1
37547_at							1		1	0	1	1
37549_g_at							1		1	1	0	1
37566_at							1		1	1	0	1
37577_at							1		1	1	0	1
37586_at							1		1	0	1	1
37590_g_at							1		1	0	1	1
37652_at							1		1	0	1	1
37793_r_at							1		1	1	0	1
37796_at							1		1	1	0	1
37802_r_at							1		1	0	1	1
37831_at							1		1	1	0	1
37860_at							1		1	0	1	1
37872_at							1		1	0	1	1
37892_at							1		1	1	0	1
37943_at							1		1	1	0	1
37950_at							1		1	0	1	1
37953_s_at							1		1	1	0	1
37965_at							1		1	1	0	1
37966_at							1		1	1	0	1
37986_at							1		1	1	0	1
37996_s_at							1		1	0	1	1
38037_at							1		1	1	0	1
38043_at							1		1	0	1	1
38069_at							1		1	1	0	1
38149_at							1		1	1	0	1
38157_at							1		1	1	0	1
38158_at							1		1	1	0	1
38241_at							1		1	1	0	1
38269_at							1		1	1	0	1
38290_at							1		1	1	0	1
38340_at							1		1	0	1	1
38398_at							1		1	1	0	1
38447_at							1		1	1	0	1
38487_at							1		1	1	0	1
38521_at							1		1	1	0	1
38671_at							1		1	1	0	1
38691_s_at							1		1	0	1	1
38703_at							1		1	0	1	1
38707_r_at							1		1	0	1	1
38710_at							1		1	1	0	1
38766_at							1		1	0	1	1
38892_at							1		1	1	0	1
38918_at							1		1	1	0	1
38964_r_at							1		1	1	0	1
39248_at							1		1	1	0	1
39249_at							1		1	1	0	1
39313_at							1		1	0	1	1
39318_at							1		1	0	1	1
39402_at							1		1	1	0	1
39548_at							1		1	0	1	1
39549_at							1		1	0	1	1
39582_at							1		1	0	1	1
39650_s_at							1		1	0	1	1
396_f_at							1		1	0	1	1
39705_at							1		1	0	1	1
39729_at							1		1	0	1	1
39763_at							1		1	0	1	1
39817_s_at							1		1	1	0	1
39835_at							1		1	0	1	1
39854_r_at							1		1	1	0	1
39891_at							1		1	1	0	1
39966_at							1		1	0	1	1
40016_g_at							1		1	0	1	1
40020_at							1		1	1	0	1
40093_at							1		1	0	1	1
40148_at							1		1	0	1	1
40149_at							1		1	0	1	1
40189_at							1		1	0	1	1
40225_at							1		1	1	0	1
40255_at							1		1	1	0	1
40273_at							1		1	1	0	1
40284_at							1		1	1	0	1
40359_at							1		1	1	0	1
40420_at							1		1	1	0	1
40446_at							1		1	0	1	1
40465_at							1		1	1	0	1
40472_at							1		1	1	0	1
40489_at							1		1	0	1	1
40524_at							1		1	0	1	1
40560_at							1		1	0	1	1
40562_at							1		1	0	1	1
40569_at							1		1	0	1	1
40612_at							1		1	0	1	1
40640_at							1		1	1	0	1
40665_at							1		1	1	0	1
40687_at							1		1	1	0	1
40829_at							1		1	1	0	1
40837_at							1		1	1	0	1
40850_at							1		1	0	1	1
41037_at							1		1	1	0	1
41047_at							1		1	1	0	1
41113_at							1		1	0	1	1
41160_at							1		1	1	0	1
41220_at							1		1	1	0	1
41329_at							1		1	1	0	1
41386_i_at							1		1	1	0	1
41387_r_at							1		1	1	0	1
41397_at							1		1	0	1	1
41469_at							1		1	0	1	1
41512_at							1		1	0	1	1
41553_at							1		1	0	1	1
41577_at							1		1	1	0	1
41644_at							1		1	1	0	1
41657_at							1		1	1	0	1
41660_at							1		1	1	0	1
41856_at							1		1	1	0	1
41858_at							1		1	1	0	1
42361_g_at							1		1	0	1	1
43427_at							1		1	1	0	1
43511_s_at							1		1	1	0	1
43544_at							1		1	1	0	1
43934_at							1		1	0	1	1
43977_at							1		1	0	1	1
44040_at							1		1	1	0	1
44065_at							1		1	0	1	1
44111_at							1		1	1	0	1
44120_at							1		1	1	0	1
44146_at							1		1	0	1	1
44563_at							1		1	1	0	1
44617_at							1		1	1	0	1
44654_at							1		1	1	0	1
44669_at							1		1	0	1	1
44673_at							1		1	1	0	1
44696_at							1		1	0	1	1
44702_at							1		1	0	1	1
44783_s_at							1		1	1	0	1
44790_s_at							1		1	1	0	1
44822_s_at							1		1	1	0	1
45288_at							1		1	1	0	1
45297_at							1		1	0	1	1
45526_g_at							1		1	0	1	1
45572_s_at							1		1	1	0	1
45633_at							1		1	1	0	1
45653_at							1		1	0	1	1
45687_at							1		1	0	1	1
45714_at							1		1	0	1	1
45749_at							1		1	1	0	1
45828_at							1		1	0	1	1
46142_at							1		1	0	1	1
46167_at							1		1	1	0	1
46256_at							1		1	0	1	1
46270_at							1		1	0	1	1
46323_at							1		1	1	0	1
46665_at							1		1	1	0	1
46947_at							1		1	0	1	1
47069_at							1		1	1	0	1
47083_at							1		1	0	1	1
47105_at							1		1	0	1	1
47530_at							1		1	1	0	1
47550_at							1		1	1	0	1
47553_at							1		1	1	0	1
47560_at							1		1	0	1	1
47571_at							1		1	1	0	1
47608_at							1		1	1	0	1
47773_at							1		1	0	1	1
48030_i_at							1		1	1	0	1
48031_r_at							1		1	1	0	1
48106_at							1		1	0	1	1
48117_at							1		1	0	1	1
48531_at							1		1	1	0	1
48580_at							1		1	1	0	1
48612_at							1		1	1	0	1
48659_at							1		1	1	0	1
48808_at							1		1	1	0	1
48825_at							1		1	0	1	1
49049_at							1		1	0	1	1
49051_g_at							1		1	0	1	1
49077_at							1		1	0	1	1
49111_at							1		1	1	0	1
49306_at							1		1	1	0	1
49327_at							1		1	0	1	1
49329_at							1		1	1	0	1
49452_at							1		1	1	0	1
49485_at							1		1	1	0	1
49679_s_at							1		1	0	1	1
49878_at							1		1	0	1	1
50221_at							1		1	1	0	1
50277_at							1		1	1	0	1
50314_i_at							1		1	1	0	1
50374_at							1		1	0	1	1
50376_at							1		1	0	1	1
50400_at							1		1	1	0	1
50965_at							1		1	0	1	1
51146_at							1		1	1	0	1
51158_at							1		1	1	0	1
51176_at							1		1	0	1	1
51192_at							1		1	0	1	1
51200_at							1		1	1	0	1
51226_at							1		1	0	1	1
51228_at							1		1	1	0	1
51774_s_at							1		1	0	1	1
52005_at							1		1	0	1	1
52078_at							1		1	0	1	1
52159_at							1		1	1	0	1
52164_at							1		1	0	1	1
52169_at							1		1	0	1	1
52255_s_at							1		1	1	0	1
52285_f_at							1		1	1	0	1
52651_at							1		1	0	1	1
52731_at							1		1	0	1	1
52741_at							1		1	1	0	1
52837_at							1		1	1	0	1
52940_at							1		1	1	0	1
52975_at							1		1	1	0	1
53071_s_at							1		1	1	0	1
53076_at							1		1	1	0	1
53202_at							1		1	0	1	1
53720_at							1		1	0	1	1
53912_at							1		1	1	0	1
53968_at							1		1	1	0	1
53987_at							1		1	0	1	1
53991_at							1		1	0	1	1
54037_at							1		1	1	0	1
54051_at							1		1	0	1	1
54632_at							1		1	0	1	1
54970_at							1		1	1	0	1
55065_at							1		1	0	1	1
55081_at							1		1	1	0	1
55093_at							1		1	0	1	1
55583_at							1		1	1	0	1
55616_at							1		1	0	1	1
55662_at							1		1	0	1	1
55692_at							1		1	0	1	1
55705_at							1		1	1	0	1
55872_at							1		1	0	1	1
56197_at							1		1	1	0	1
56256_at							1		1	1	0	1
564_at							1		1	0	1	1
56748_at							1		1	1	0	1
56821_at							1		1	1	0	1
56829_at							1		1	0	1	1
56919_at							1		1	0	1	1
57082_at							1		1	0	1	1
57163_at							1		1	1	0	1
57516_at							1		1	1	0	1
57532_at							1		1	0	1	1
57539_at							1		1	0	1	1
57540_at							1		1	1	0	1
57588_at							1		1	0	1	1
57703_at							1		1	0	1	1
57715_at							1		1	1	0	1
57739_at							1		1	0	1	1
58308_at							1		1	1	0	1
58367_s_at							1		1	0	1	1
58696_at							1		1	0	1	1
58780_s_at							1		1	0	1	1
58900_at							1		1	0	1	1
58916_at							1		1	0	1	1
58994_at							1		1	0	1	1
59375_at							1		1	1	0	1
59433_at							1		1	0	1	1
59437_at							1		1	0	1	1
59625_at							1		1	0	1	1
59631_at							1		1	0	1	1
59644_at							1		1	1	0	1
59697_at							1		1	1	0	1
59705_at							1		1	0	1	1
59999_at							1		1	0	1	1
60084_at							1		1	1	0	1
60471_at							1		1	1	0	1
60474_at							1		1	1	0	1
60528_at							1		1	1	0	1
60794_f_at							1		1	0	1	1
60815_at							1		1	1	0	1
61297_at							1		1	0	1	1
61732_r_at							1		1	0	1	1
61734_at							1		1	1	0	1
61874_at							1		1	0	1	1
62212_at							1		1	1	0	1
62987_r_at							1		1	1	0	1
63009_at							1		1	1	0	1
632_at							1		1	0	1	1
63305_at							1		1	1	0	1
635_s_at							1		1	0	1	1
63825_at							1		1	0	1	1
64064_at							1		1	1	0	1
64371_at							1		1	0	1	1
64408_s_at							1		1	1	0	1
64418_at							1		1	1	0	1
64432_at							1		1	1	0	1
64438_at							1		1	1	0	1
64440_at							1		1	0	1	1
64474_g_at							1		1	0	1	1
64486_at							1		1	1	0	1
64488_at							1		1	0	1	1
64883_at							1		1	0	1	1
64899_at							1		1	1	0	1
64900_at							1		1	0	1	1
64942_at							1		1	1	0	1
65086_at							1		1	0	1	1
65133_i_at							1		1	1	0	1
65438_at							1		1	1	0	1
65472_at							1		1	0	1	1
65493_at							1		1	1	0	1
65517_at							1		1	0	1	1
65521_at							1		1	0	1	1
65585_at							1		1	0	1	1
65588_at							1		1	1	0	1
65591_at							1		1	0	1	1
65630_at							1		1	0	1	1
65635_at							1		1	1	0	1
65718_at							1		1	1	0	1
65770_at							1		1	1	0	1
65884_at							1		1	0	1	1
66053_at							1		1	0	1	1
71933_at							1		1	0	1	1
74694_s_at							1		1	1	0	1
76897_s_at							1		1	1	0	1
77508_r_at							1		1	1	0	1
78047_s_at							1		1	0	1	1
78330_at							1		1	0	1	1
78383_at							1		1	1	0	1
78495_at							1		1	0	1	1
7892501							1		1	0	1	1
7892502							1		1	1	0	1
7892503							1		1	1	0	1
7892504							1		1	0	1	1
7892505							1		1	1	0	1
7892506							1		1	0	1	1
7892507							1		1	1	0	1
7892508							1		1	1	0	1
7892509							1		1	0	1	1
7892510							1		1	1	0	1
7892511							1		1	1	0	1
7892512							1		1	0	1	1
7892513							1		1	0	1	1
7892514							1		1	1	0	1
7892515							1		1	0	1	1
7892516							1		1	1	0	1
7892517							1		1	1	0	1
7892518							1		1	1	0	1
7892519							1		1	1	0	1
7892520							1		1	1	0	1
7892521							1		1	1	0	1
7892522							1		1	1	0	1
7892524							1		1	1	0	1
7892525							1		1	1	0	1
7892526							1		1	0	1	1
7892527							1		1	1	0	1
7892528							1		1	0	1	1
7892529							1		1	0	1	1
7892530							1		1	0	1	1
7892531							1		1	0	1	1
7892532							1		1	1	0	1
7892533							1		1	0	1	1
7892534							1		1	1	0	1
7892535							1		1	0	1	1
7892536							1		1	0	1	1
7892537							1		1	1	0	1
7892538							1		1	0	1	1
7892539							1		1	1	0	1
7892540							1		1	1	0	1
7892541							1		1	0	1	1
7892542							1		1	1	0	1
7892543							1		1	1	0	1
7892544							1		1	1	0	1
7892545							1		1	1	0	1
7892547							1		1	1	0	1
7892548							1		1	1	0	1
7892549							1		1	0	1	1
7892550							1		1	1	0	1
7892551							1		1	0	1	1
7892552							1		1	0	1	1
7892553							1		1	1	0	1
7892554							1		1	1	0	1
7892555							1		1	0	1	1
7892556							1		1	0	1	1
7892557							1		1	0	1	1
7892558							1		1	1	0	1
7892559							1		1	1	0	1
7892560							1		1	1	0	1
7892561							1		1	1	0	1
7892562							1		1	0	1	1
7892563							1		1	1	0	1
7892564							1		1	1	0	1
7892565							1		1	0	1	1
7892566							1		1	1	0	1
7892567							1		1	1	0	1
7892568							1		1	0	1	1
7892569							1		1	0	1	1
7892570							1		1	1	0	1
7892571							1		1	1	0	1
7892572							1		1	1	0	1
7892573							1		1	1	0	1
7892574							1		1	1	0	1
7892575							1		1	0	1	1
7892576							1		1	0	1	1
7892577							1		1	1	0	1
7892578							1		1	0	1	1
7892579							1		1	0	1	1
7892580							1		1	0	1	1
7892581							1		1	0	1	1
7892582							1		1	0	1	1
7892583							1		1	0	1	1
7892584							1		1	1	0	1
7892585							1		1	1	0	1
7892586							1		1	1	0	1
7892587							1		1	1	0	1
7892588							1		1	0	1	1
7892589							1		1	0	1	1
7892590							1		1	1	0	1
7892591							1		1	0	1	1
7892592							1		1	1	0	1
7892593							1		1	0	1	1
7892594							1		1	0	1	1
7892595							1		1	1	0	1
7892596							1		1	1	0	1
7892597							1		1	1	0	1
7892598							1		1	1	0	1
7892599							1		1	0	1	1
7892600							1		1	1	0	1
7892601							1		1	0	1	1
7892602							1		1	0	1	1
7892603							1		1	1	0	1
7892604							1		1	1	0	1
7892605							1		1	0	1	1
7892606							1		1	1	0	1
7892608							1		1	1	0	1
7892609							1		1	0	1	1
7892610							1		1	0	1	1
7892611							1		1	0	1	1
7892612							1		1	0	1	1
7892613							1		1	1	0	1
7892614							1		1	0	1	1
7892615							1		1	1	0	1
7892616							1		1	0	1	1
7892617							1		1	0	1	1
7892618							1		1	1	0	1
7892619							1		1	1	0	1
7892620							1		1	1	0	1
7892621							1		1	1	0	1
7892622							1		1	0	1	1
7892623							1		1	1	0	1
7892624							1		1	0	1	1
7892625							1		1	0	1	1
7892626							1		1	1	0	1
7892627							1		1	0	1	1
7892628							1		1	0	1	1
7892629							1		1	1	0	1
7892630							1		1	1	0	1
7892631							1		1	1	0	1
7892632							1		1	1	0	1
7892633							1		1	1	0	1
7892634							1		1	1	0	1
7892635							1		1	1	0	1
7892636							1		1	1	0	1
7892637							1		1	0	1	1
7892638							1		1	0	1	1
7892639							1		1	0	1	1
7892640							1		1	0	1	1
7892641							1		1	1	0	1
7892642							1		1	1	0	1
7892643							1		1	0	1	1
7892644							1		1	0	1	1
7892645							1		1	0	1	1
7892646							1		1	0	1	1
7892647							1		1	1	0	1
7892648							1		1	0	1	1
7892649							1		1	1	0	1
7892650							1		1	1	0	1
7892651							1		1	0	1	1
7892652							1		1	0	1	1
7892653							1		1	1	0	1
7892654							1		1	0	1	1
7892655							1		1	0	1	1
7892656							1		1	1	0	1
7892657							1		1	0	1	1
7892658							1		1	1	0	1
7892659							1		1	1	0	1
7892660							1		1	1	0	1
7892661							1		1	1	0	1
7892662							1		1	0	1	1
7892663							1		1	1	0	1
7892664							1		1	1	0	1
7892665							1		1	1	0	1
7892666							1		1	0	1	1
7892667							1		1	1	0	1
7892668							1		1	1	0	1
7892669							1		1	0	1	1
7892670							1		1	0	1	1
7892671							1		1	1	0	1
7892672							1		1	1	0	1
7892673							1		1	0	1	1
7892674							1		1	1	0	1
7892675							1		1	1	0	1
7892676							1		1	1	0	1
7892677							1		1	1	0	1
7892678							1		1	1	0	1
7892679							1		1	1	0	1
7892680							1		1	0	1	1
7892681							1		1	1	0	1
7892682							1		1	0	1	1
7892683							1		1	1	0	1
7892684							1		1	0	1	1
7892685							1		1	1	0	1
7892686							1		1	1	0	1
7892687							1		1	1	0	1
7892688							1		1	0	1	1
7892689							1		1	1	0	1
7892690							1		1	0	1	1
7892691							1		1	0	1	1
7892692							1		1	1	0	1
7892693							1		1	1	0	1
7892694							1		1	1	0	1
7892695							1		1	0	1	1
7892696							1		1	1	0	1
7892697							1		1	1	0	1
7892698							1		1	0	1	1
7892699							1		1	1	0	1
7892700							1		1	0	1	1
7892701							1		1	1	0	1
7892702							1		1	1	0	1
7892703							1		1	1	0	1
7892704							1		1	1	0	1
7892705							1		1	0	1	1
7892706							1		1	1	0	1
7892707							1		1	1	0	1
7892708							1		1	1	0	1
7892709							1		1	1	0	1
7892710							1		1	0	1	1
7892711							1		1	1	0	1
7892712							1		1	0	1	1
7892713							1		1	0	1	1
7892714							1		1	1	0	1
7892715							1		1	0	1	1
7892716							1		1	0	1	1
7892717							1		1	1	0	1
7892718							1		1	0	1	1
7892719							1		1	1	0	1
7892720							1		1	0	1	1
7892721							1		1	1	0	1
7892722							1		1	1	0	1
7892723							1		1	0	1	1
7892724							1		1	1	0	1
7892725							1		1	1	0	1
7892726							1		1	0	1	1
7892727							1		1	0	1	1
7892728							1		1	0	1	1
7892729							1		1	1	0	1
7892730							1		1	1	0	1
7892731							1		1	1	0	1
7892732							1		1	0	1	1
7892733							1		1	1	0	1
7892734							1		1	0	1	1
7892735							1		1	1	0	1
7892736							1		1	1	0	1
7892737							1		1	1	0	1
7892738							1		1	1	0	1
7892739							1		1	1	0	1
7892740							1		1	1	0	1
7892741							1		1	0	1	1
7892742							1		1	1	0	1
7892743							1		1	0	1	1
7892744							1		1	0	1	1
7892745							1		1	0	1	1
7892746							1		1	1	0	1
7892747							1		1	0	1	1
7892748							1		1	1	0	1
7892749							1		1	1	0	1
7892750							1		1	1	0	1
7892751							1		1	1	0	1
7892752							1		1	1	0	1
7892753							1		1	1	0	1
7892754							1		1	1	0	1
7892755							1		1	1	0	1
7892756							1		1	0	1	1
7892757							1		1	0	1	1
7892758							1		1	0	1	1
7892759							1		1	1	0	1
7892760							1		1	0	1	1
7892761							1		1	1	0	1
7892762							1		1	1	0	1
7892763							1		1	1	0	1
7892764							1		1	1	0	1
7892765							1		1	1	0	1
7892766							1		1	1	0	1
7892767							1		1	1	0	1
7892768							1		1	1	0	1
7892769							1		1	1	0	1
7892770							1		1	1	0	1
7892771							1		1	0	1	1
7892772							1		1	1	0	1
7892773							1		1	1	0	1
7892774							1		1	1	0	1
7892775							1		1	1	0	1
7892776							1		1	0	1	1
7892777							1		1	1	0	1
7892778							1		1	0	1	1
7892779							1		1	1	0	1
7892780							1		1	0	1	1
7892781							1		1	1	0	1
7892782							1		1	1	0	1
7892783							1		1	1	0	1
7892784							1		1	0	1	1
7892785							1		1	1	0	1
7892786							1		1	1	0	1
7892787							1		1	1	0	1
7892788							1		1	0	1	1
7892789							1		1	1	0	1
7892790							1		1	1	0	1
7892791							1		1	0	1	1
7892792							1		1	1	0	1
7892793							1		1	1	0	1
7892794							1		1	1	0	1
7892795							1		1	1	0	1
7892796							1		1	0	1	1
7892797							1		1	1	0	1
7892798							1		1	1	0	1
7892799							1		1	0	1	1
7892800							1		1	1	0	1
7892801							1		1	1	0	1
7892802							1		1	1	0	1
7892803							1		1	0	1	1
7892804							1		1	0	1	1
7892805							1		1	1	0	1
7892806							1		1	1	0	1
7892807							1		1	1	0	1
7892808							1		1	1	0	1
7892809							1		1	0	1	1
7892810							1		1	1	0	1
7892811							1		1	1	0	1
7892812							1		1	1	0	1
7892813							1		1	1	0	1
7892814							1		1	0	1	1
7892815							1		1	0	1	1
7892816							1		1	1	0	1
7892817							1		1	0	1	1
7892818							1		1	1	0	1
7892819							1		1	1	0	1
7892820							1		1	0	1	1
7892821							1		1	1	0	1
7892822							1		1	1	0	1
7892823							1		1	0	1	1
7892824							1		1	0	1	1
7892825							1		1	1	0	1
7892826							1		1	1	0	1
7892827							1		1	1	0	1
7892828							1		1	0	1	1
7892829							1		1	1	0	1
7892830							1		1	1	0	1
7892831							1		1	0	1	1
7892832							1		1	0	1	1
7892833							1		1	0	1	1
7892834							1		1	0	1	1
7892835							1		1	0	1	1
7892836							1		1	1	0	1
7892837							1		1	1	0	1
7892838							1		1	0	1	1
7892839							1		1	0	1	1
7892840							1		1	1	0	1
7892841							1		1	1	0	1
7892842							1		1	1	0	1
7892843							1		1	1	0	1
7892844							1		1	1	0	1
7892845							1		1	0	1	1
7892846							1		1	1	0	1
7892847							1		1	0	1	1
7892848							1		1	1	0	1
7892849							1		1	0	1	1
7892850							1		1	1	0	1
7892851							1		1	0	1	1
7892852							1		1	1	0	1
7892853							1		1	0	1	1
7892854							1		1	1	0	1
7892855							1		1	1	0	1
7892856							1		1	1	0	1
7892857							1		1	1	0	1
7892858							1		1	1	0	1
7892859							1		1	1	0	1
7892860							1		1	1	0	1
7892861							1		1	1	0	1
7892862							1		1	1	0	1
7892863							1		1	1	0	1
7892864							1		1	1	0	1
7892865							1		1	1	0	1
7892866							1		1	0	1	1
7892867							1		1	1	0	1
7892868							1		1	1	0	1
7892869							1		1	1	0	1
7892870							1		1	0	1	1
7892871							1		1	1	0	1
7892872							1		1	1	0	1
7892873							1		1	1	0	1
7892874							1		1	0	1	1
7892875							1		1	0	1	1
7892876							1		1	0	1	1
7892877							1		1	0	1	1
7892878							1		1	1	0	1
7892879							1		1	0	1	1
7892880							1		1	1	0	1
7892881							1		1	1	0	1
7892882							1		1	0	1	1
7892883							1		1	1	0	1
7892884							1		1	1	0	1
7892885							1		1	1	0	1
7892886							1		1	1	0	1
